venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source
Field House International Ice Rink,New build,"Ice hockey, figure skating, Closing
Ceremony",In use,1980,Lake Placid,NA,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA,Herb Brooks Arena,arena,http://www.wikidata.org/entity/Q1607853,Herb Brooks Arena,Point(-73.985556 44.283333),7700,1979,P1619
McMahon Stadium,Existing,"Opening and Closing
Ceremonies",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,McMahon Stadium,stadium,http://www.wikidata.org/entity/Q1810204,McMahon Stadium,Point(-114.121388888 51.070327777),37317,1960,P1619
Olympic Saddledome,Existing,"Ice hockey, figure
skating",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Scotiabank Saddledome,arena,http://www.wikidata.org/entity/Q1140083,Scotiabank Saddledome,Point(-114.051944444 51.0375),16605,1983,P1619
Calgary Olympic Village,"Mixed new
build/Existing",Athlete accommodation,In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Calgary Stampede,festival; annual event,http://www.wikidata.org/entity/Q1026682,Calgary Stampede,NA,NA,NA,NA
Olympic Oval,New build,Speed skating,In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Olympic Oval,ice rink,http://www.wikidata.org/entity/Q1341643,Olympic Oval,Point(-114.135555555 51.076944444),4000,1987,P571
Real Club de Polo,Existing,"Eventing, dressage,
jumping, modern
pentathlon (equestrian)",In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,Real Club de Polo de Barcelona,sports club,http://www.wikidata.org/entity/Q1811130,Real Club de Polo de Barcelona,NA,NA,NA,NA
Velòdrom,Existing,Cycling (track),In use,1992,Barcelona,NA,Spain,1986,exact,ESP,6508.8506547565,NA,2433.362,1986,0,1992 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8488,1992 Summer Olympics,NA,NA,NA,NA
Beijing Institute of Technology (BIT) Gymnasium,Existing,Volleyball,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Beijing International Studies University,university,http://www.wikidata.org/entity/Q233300,Beijing International Studies University,NA,NA,NA,NA
Beijing University of Aeronautics and Astronautics Gymnasium,Existing,Weightlifting,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Beihang University,university; ministry-owned university; vice-ministerial level university,http://www.wikidata.org/entity/Q2299797,Beihang University,NA,NA,NA,NA
Beijing Workers’ Gymnasium,Existing,Boxing,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Workers' Gymnasium,arena,http://www.wikidata.org/entity/Q1443105,Workers Indoor Arena,Point(116.4359 39.9308),NA,1961,P1619
Beijing Workers’ Stadium,Existing,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Beijing National Stadium,stadium,http://www.wikidata.org/entity/Q133525,Beijing National Stadium,NA,NA,NA,NA
Capital Gymnasium,Existing,Volleyball,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Beijing University Students' Gymnasium,sports venue,http://www.wikidata.org/entity/Q4881204,Beijing University Students' Gymnasium,Point(116.349078264 39.968683296),NA,NA,NA
Laoshan Mountain Bike Course,Existing,Mountain bike,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Laoshan Mountain Bike Course,sports venue,http://www.wikidata.org/entity/Q1805724,Laoshan Mountain Bike Course,Point(116.216544 39.915138),NA,NA,NA
Olympic Sports Centre (OSC) Gymnasium,Existing,Handball,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,List of indoor arenas by capacity,Wikimedia list article,http://www.wikidata.org/entity/Q6623991,list of indoor arenas by capacity,NA,NA,NA,NA
Mt Van Hoevenberg -Cross Country Complex,Existing,"Biathlon, cross-country
skiing, Nordic combined",In use,1980,Lake Placid,NA,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA,Mt. Van Hoevenberg Olympic Bobsled Run,sports venue; bobsleigh track,http://www.wikidata.org/entity/Q3389263,Mt. Van Hoevenberg Olympic Bobsled Run,NA,NA,NA,NA
Mt Van Hoevenberg - Bob and Luge Runs,New build,"Bobsleigh, luge",In use,1980,Lake Placid,NA,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA,Mt. Van Hoevenberg Olympic Bobsled Run,sports venue; bobsleigh track,http://www.wikidata.org/entity/Q3389263,Mt. Van Hoevenberg Olympic Bobsled Run,NA,NA,NA,NA
Interval Ski Jumps/ Olympic Ski Jumps,New build,"Ski jumping, Nordic
combined",In use,1980,Lake Placid,NA,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA,Lake Placid Olympic Ski Jumping Complex,ski jumping complex,http://www.wikidata.org/entity/Q655267,Lake Placid Olympic Ski Jumping Complex,NA,NA,NA,NA
Santa Anita Park,Existing,"Eventing, dressage,
jumping",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Santa Anita Park,concentration camp; horse racing venue,http://www.wikidata.org/entity/Q1126370,Santa Anita Park,NA,NA,NA,NA
Weingart Stadium,Existing,Hockey,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Weingart Stadium,stadium,http://www.wikidata.org/entity/Q2555922,Weingart Stadium,Point(-118.152 34.0429),20355,1951,P1619
Pauley Pavilion,Existing,"Artistic gymnastics,
rhythmic gymnastics",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Pauley Pavilion,university building; indoor arena,http://www.wikidata.org/entity/Q1126193,Pauley Pavilion,Point(-118.447 34.0702),12829,1965,P1619
Los Angeles Memorial Coliseum,Existing,"Athletics, Opening and
Closing Ceremonies",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA
Albert Gersten Pavilion,Existing,Weightlifting,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,1984 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8456,1984 Summer Olympics,NA,NA,NA,NA
Eagle’s Nest Arena,Existing,Judo,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Eagle's Nest Arena,arena,http://www.wikidata.org/entity/Q5324976,Eagle's Nest Arena,Point(-118.167 34.0664),NA,NA,NA
El Dorado Park,Existing,Archery,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,El Dorado Correctional Facility,state prison,http://www.wikidata.org/entity/Q5351176,El Dorado Correctional Facility,NA,NA,NA,NA
Rose Bowl,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Rose Bowl (stadium),multi-purpose sports venue,http://www.wikidata.org/entity/Q582280,Rose Bowl,NA,NA,NA,NA
Long Beach Sports Arena,Existing,Volleyball,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Sports in Los Angeles,sport in a geographic region,http://www.wikidata.org/entity/Q3493994,sports in Los Angeles,NA,NA,NA,NA
Titan Gymnasium,Existing,Handball,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,"Tarzana, Los Angeles",district or neighborhood of Los Angeles,http://www.wikidata.org/entity/Q2708222,Tarzana,NA,NA,NA,NA
Anaheim Convention Center,Existing,Wrestling,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Anaheim Convention Center,arena; sports venue; convention center; multi-purpose hall,http://www.wikidata.org/entity/Q4750878,Anaheim Convention Center,Point(-117.92 33.8025),NA,1967,P1619
Coto de Caza,Existing,Modern pentathlon,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,"Coto de Caza, California",census-designated place in the United States,http://www.wikidata.org/entity/Q2182879,Coto de Caza,NA,NA,NA,NA
Heritage Park Aquatic Center,Existing,"Modern pentathlon
(swimming)",In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA
Raleigh Runnels Memorial Pool,Existing,Water polo,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Raleigh Runnels Memorial Pool,sports venue,http://www.wikidata.org/entity/Q1376293,Raleigh Runnels Memorial Pool,Point(-118.7102 34.03886),NA,NA,NA
Stanford Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Stanford Stadium,stadium,http://www.wikidata.org/entity/Q692470,Stanford Stadium,NA,NA,NA,NA
Harvard Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Los Angeles Memorial Coliseum,stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q849784,Los Angeles Memorial Coliseum,NA,NA,NA,NA
Navy-Marine Corps Memorial Stadium,Existing,Football,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,Navy–Marine Corps Memorial Stadium,stadium,http://www.wikidata.org/entity/Q3337331,Navy–Marine Corps Memorial Stadium,Point(-76.506944 38.984722),34000,1959,P1619
Olympic Shooting Range,New build,Shooting,In use,1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,2028 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q1451505,2028 Summer Olympics,NA,NA,NA,NA
Fairbanks Ranch,Temporary,Eventing,Dismantled (temporary),1984,Los Angeles,NA,United States,1978,exact,USA,10564.9482220275,NA,8010.537,1978,0,"Fairbanks Ranch, California",census-designated place in the United States,http://www.wikidata.org/entity/Q2207235,Fairbanks Ranch,NA,NA,NA,NA
Wukesong Baseball Field,Temporary,Baseball,Dismantled (temporary),2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Wukesong Arena,stadium,http://www.wikidata.org/entity/Q1321458,Cadillac Arena,NA,NA,NA,NA
Chaoyang Park Beach Volleyball Ground,Temporary,Beach volleyball,Dismantled (temporary),2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Chaoyang Park Beach Volleyball Ground,arena,http://www.wikidata.org/entity/Q2564838,Chaoyang Park Beach Volleyball Ground,Point(116.47888889 39.945),NA,NA,NA
Laoshan Bicycle Moto Cross (BMX) Venue,Temporary,Cycling (BMX),In use (repurposed),2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Laoshan Bicycle Moto Cross (BMX) Venue,sports venue,http://www.wikidata.org/entity/Q3312789,Laoshan Bicycle Moto Cross (BMX) Venue,Point(116.21722222 39.91361111),NA,NA,NA
Hong Kong Olympic Equestrian Venue (Beas River),Existing,"Eventing, dressage,
jumping",In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Equestrian events at the 2008 Summer Olympics,Olympic sports discipline event,http://www.wikidata.org/entity/Q641933,equestrian at the 2008 Summer Olympics,NA,NA,NA,NA
Shanghai Stadium,Existing,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Shanghai Stadium,stadium,http://www.wikidata.org/entity/Q739528,Shanghai Stadium,Point(121.437278 31.1835),80000,1997,P571
Qingdao Olympic Sailing Centre,New build,Sailing,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Qingdao International Sailing Centre,sports venue; Chinese AAAAA-rated tourist attraction,http://www.wikidata.org/entity/Q1252041,Qingdao International Sailing Centre,Point(120.38611111 36.05694444),NA,NA,NA
Qinhuangdao Olympic Sports Centre Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Beijing National Stadium,stadium,http://www.wikidata.org/entity/Q133525,Beijing National Stadium,NA,NA,NA,NA
Tianjin Olympic Centre Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Tianjin Olympic Centre,stadium,http://www.wikidata.org/entity/Q834369,Tianjin Olympic Center Stadium,Point(117.169389 39.073444),60000,2007,P1619
Shenyang Olympic Stadium,New build,Football,In use,2008,Beijing,NA,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0,Shenyang Olympic Sports Centre Stadium,stadium,http://www.wikidata.org/entity/Q854018,Shenyang Olympic Sports Center Stadium,Point(123.457484 41.739037),60000,2007,P1619
Whistler Creekside,Existing,Alpine skiing,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0,Whistler Blackcomb,ski resort; public company,http://www.wikidata.org/entity/Q1206060,Whistler Blackcomb,NA,NA,NA,NA
Cypress Mountain – Snowboard Stadium – Freestyle Skiing Stadium,New build,Snowboard and freestyle skiing,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0,2010 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9674,2010 Winter Olympics,NA,NA,NA,NA
Richmond Olympic Oval,New build,Speed skating,In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0,Richmond Olympic Oval,stadium,http://www.wikidata.org/entity/Q744568,Richmond Olympic Oval,Point(-123.151389 49.174722),8000,2008,P1619
Whistler Olympic Park – Cross-Country Skiing Stadium – Biathlon Stadium – Ski Jumps,New build,"Cross-country skiing
and Nordic combined,
Biathlon, Ski jumping and Nordic combined",In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0,Whistler Olympic Park,stadium,http://www.wikidata.org/entity/Q750571,Whistler Olympic Park,Point(-123.119 50.1353),NA,NA,NA
Han River Regatta Course,New build,"Rowing, canoe sprint",In use,1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0,Han River (Korea),river,http://www.wikidata.org/entity/Q55500,Han River,NA,NA,NA,NA
Palace of Sports,Existing,"Artistic gymnastics, judo",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,Dmitry Bivol,human,http://www.wikidata.org/entity/Q18236558,Dmitry Bivol,NA,NA,NA,NA
Suwon Gymnasium,New build,Handball,In use,1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0,Suwon Sports Complex,sports venue,http://www.wikidata.org/entity/Q483975,Suwon Sports Complex,Point(127.011315 37.297746),24670,1971,P1619
Hwarang Archery Field,Temporary,Archery,Dismantled (temporary),1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0,Hwarang Archery Field,sports venue,http://www.wikidata.org/entity/Q5952071,Hwarang Archery Field,Point(127.09916667 37.62166667),NA,NA,NA
Tongil-ro Cycling Circuit,Temporary,Cycling (road),Dismantled (temporary),1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0,Cycling at the 1988 Summer Olympics – Men's individual road race,Olympic sporting event; cycling at the Summer Olympics – men's individual road race,http://www.wikidata.org/entity/Q3001452,cycling at the 1988 Summer Olympics – men's individual road race,NA,NA,NA,NA
Olympic Park Cross-Country Course,Temporary,"Modern pentathlon
(running)",Dismantled (temporary),1988,Seoul,NA,South Korea,1981,exact,KOR,1918.41779613494,NA,12619.275,1981,0,Olympic and Paralympic deaths,Wikimedia list article,http://www.wikidata.org/entity/Q10563569,Olympic deaths,NA,NA,NA,NA
Canada Olympic Park - Freestyle Area,New build,Freestyle skiing,In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Canada Olympic Park,park; Olympic Park,http://www.wikidata.org/entity/Q473655,Canada Olympic Park,NA,NA,NA,NA
Canada Olympic Park - Ski Jumps,New build,"Nordic combined,
ski jumping,
freestyle skiing",In use (repurposed),1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Canada Olympic Park,park; Olympic Park,http://www.wikidata.org/entity/Q473655,Canada Olympic Park,NA,NA,NA,NA
Canada Olympic Park - Bobsleigh and Luge track,New build,"Bobsleigh, luge",Dismantled (temporary),1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,"Canada Olympic Park bobsleigh, luge, and skeleton track",sports venue,http://www.wikidata.org/entity/Q2407138,"Canada Olympic Park bobsleigh, luge, and skeleton track",Point(-114.216 51.0797),NA,1986,P571
Father David Bauer Olympic Arena,New build,"Ice hockey, figure skating",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Father David Bauer Olympic Arena,building,http://www.wikidata.org/entity/Q1398019,Father David Bauer Olympic Arena,NA,NA,NA,NA
Nakiska Ski Area,New build,"Alpine skiing,
freestyle skiing",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Nakiska,ski resort,http://www.wikidata.org/entity/Q1588256,Nakiska,NA,NA,NA,NA
Canmore Nordic Centre,New build,"Biathlon, Nordic
combined, cross-country skiing",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Canmore Nordic Centre Provincial Park,provincial park of Alberta,http://www.wikidata.org/entity/Q1003855,Canmore Nordic Centre Provincial Park,NA,NA,NA,NA
Canmore Olympic Village,Temporary,Athlete accommodation,Dismantled (temporary),1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Calgary,city; big city; city in Alberta,http://www.wikidata.org/entity/Q36312,Calgary,NA,NA,NA,NA
Max Bell Arena,Existing,"Curling, short track speed
skating",In use,1988,Calgary,NA,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4,Max Bell Centre (Calgary),sports complex,http://www.wikidata.org/entity/Q1612971,Max Bell Centre,Point(-114.004 51.0422),2121,NA,NA
Olympic Hockey Centre,New build,Hockey,Not in use (demolished),2004,Athens,abandoned before demolition - this is the white elephant,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0,Hellinikon Olympic Hockey Centre,sports venue,http://www.wikidata.org/entity/Q5707590,Hellinikon Olympic Hockey Centre,Point(23.7269 37.8999),7300,2004,P1619
Ibaraki Kashima Stadium,Existing,Football,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0,"Kashima, Ibaraki",city of Japan,http://www.wikidata.org/entity/Q467471,Kashima,NA,NA,NA,NA
Whistler Sliding Center,New build,"Bobsleigh, luge and
skeleton",In use,2010,Vancouver,NA,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0,Whistler Sliding Centre,bobsleigh track; luge track,http://www.wikidata.org/entity/Q909714,Whistler Sliding Centre,NA,NA,NA,NA
