venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi,class_clean,class_group,new_build,status_clean,status_group,white_elephant,log_capacity,log_gdp,log_city_pop,log_distance,era,region,gdp_pct_rank,gdp_z,vid,set,capacity_z,capacity_pct_rank,log_capacity_missing,log_capacity_imp,log_gdp_missing,log_gdp_imp,log_city_pop_missing,log_city_pop_imp,log_distance_missing,log_distance_imp,venue_age_missing,venue_age_imp,years_since_event_missing,years_since_event_imp,years_since_construction_missing,years_since_construction_imp,gdp_pct_rank_missing,gdp_pct_rank_imp,gdp_z_missing,gdp_z_imp,city_pop_pct_rank_missing,city_pop_pct_rank_imp,city_pop_z_missing,city_pop_z_imp,capacity_pct_rank_missing,capacity_pct_rank_imp,capacity_z_missing,capacity_z_imp
London Olympic Stadium,New build,"Athletics, swimming, water polo, gymnastics, archery, cycling (track), diving, football, hockey, rugby, wrestling, lacrosse, tug-of-war, Opening Ceremony",Not in use (demolished),1908,London,urban redevelopment - not a failure,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,London Stadium,baseball venue; association football venue; rugby union venue; rugby league venue,http://www.wikidata.org/entity/Q172190,London Stadium,NA,NA,NA,NA,NA,118,NA,NA,NA,-0.1269853785119,51.508926472857,NA,new build,New,1,not in use (demolished),not in use,FALSE,NA,NA,8.905287225604779,NA,pre-WWII,Europe,NA,NA,London Olympic Stadium London,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,1,1.8755179261162138,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
Henley Royal Regatta Course,Existing,"Rowing, canoe sprint",In use,1908,London,NA,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,Henley Royal Regatta,recurring sporting event,http://www.wikidata.org/entity/Q1543109,Henley Royal Regatta,NA,NA,NA,NA,NA,118,NA,NA,NA,-0.1269853785119,51.508926472857,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,8.905287225604779,NA,pre-WWII,Europe,NA,NA,Henley Royal Regatta Course London,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,1,1.8755179261162138,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
Southampton Water,Existing,Water motorsports,In use,1908,London,NA,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,Southampton,city; big city,http://www.wikidata.org/entity/Q79848,Southampton,NA,NA,NA,NA,NA,118,NA,NA,NA,-0.1269853785119,51.508926472857,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,8.905287225604779,NA,pre-WWII,Europe,NA,NA,Southampton Water London,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,1,1.8755179261162138,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
"Ryde Pier, Ryde, Isle of Wight",Existing,Sailing,In use,1908,London,NA,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,Ryde,town; civil parish,http://www.wikidata.org/entity/Q776556,Ryde,NA,NA,NA,NA,NA,118,NA,NA,NA,-0.1269853785119,51.508926472857,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,8.905287225604779,NA,pre-WWII,Europe,NA,NA,"Ryde Pier, Ryde, Isle of Wight London",train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,1,1.8755179261162138,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
Bisley Rifle Range,Existing,Shooting,In use,1908,London,NA,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,National Shooting Centre,shooting range; private company limited by shares,http://www.wikidata.org/entity/Q21474154,National Shooting Centre,Point(-0.6554 51.3113),NA,NA,NA,NA,118,NA,-0.6554,51.3113,-0.1269853785119,51.508926472857,26.5824643259804,existing,Existing,0,in use,in use,FALSE,NA,NA,8.905287225604779,3.3171802202944822,pre-WWII,Europe,NA,NA,Bisley Rifle Range London,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,0,3.3171802202944822,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
"Royal Clyde Yacht Club, Hunters Quay",Existing,Sailing,In use,1908,London,NA,United Kingdom,1906,approximate,GBR,NA,NA,7369.842,0.9968231556653724,9.706161347154746,1975,69,Royal Northern and Clyde Yacht Club,organization,http://www.wikidata.org/entity/Q7374603,Royal Northern and Clyde Yacht Club,NA,NA,NA,NA,NA,118,NA,NA,NA,-0.1269853785119,51.508926472857,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,8.905287225604779,NA,pre-WWII,Europe,NA,NA,"Royal Clyde Yacht Club, Hunters Quay London",train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,8.905287225604779,1,1.8755179261162138,1,6.5,0,118,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9968231556653724,0,9.706161347154746,1,0.6666666666666666,1,-0.37546740179326576
Stockholms Fältridklubbs Stadion / Stockholm Cross Country Riding Club Stadium,Existing,Eventing,In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Stockholms Fältridklubbs Stadion / Stockholm Cross Country Riding Club Stadium Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Djurgårdsbrunnsviken,Existing,Rowing,In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Djurgårdsbrunnsviken,bay,http://www.wikidata.org/entity/Q1232282,Djurgårdsbrunnsviken,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Djurgårdsbrunnsviken Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Traneberg Athletic Sports Grounds (Tranebergs Idrottsplats),Existing,Football,In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,1912 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8118,1912 Summer Olympics,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Traneberg Athletic Sports Grounds (Tranebergs Idrottsplats) Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Royal Tennis Halls (Tennishallen),Existing,Tennis,Not in use (demolished),1912,Stockholm,urban redevelopment - not a failure,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Stockholm,city; Hanseatic city; big city; port city; largest city; national capital,http://www.wikidata.org/entity/Q1754,Stockholm,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Royal Tennis Halls (Tennishallen) Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Rasunda Athletic Sports Grounds (Rasunda Idrottsplats),Existing,Football,In use (rebuilt),1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,1912 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8118,1912 Summer Olympics,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,in use (rebuilt),in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Rasunda Athletic Sports Grounds (Rasunda Idrottsplats) Stockholm,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Lindarängen,Existing,Eventing,Not in use (demolished),1912,Stockholm,abandoned before demolition - this is the white elephant,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Lindarängen,neighborhood,http://www.wikidata.org/entity/Q15176488,Lindarängen,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,not in use (demolished),not in use,TRUE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Lindarängen Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Stockholm Olympic Stadium (Olympiastadion),New build,"Dressage, equestrian
(jumping), gymnastics,
wrestling, modern
pentathlon, football, tug of
war, Opening and Closing
Ceremonies",In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Stockholm Olympic Stadium,stadium; architectural ensemble,http://www.wikidata.org/entity/Q727078,Stockholm Olympic Stadium,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,new build,New,1,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Stockholm Olympic Stadium (Olympiastadion) Stockholm,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Tennis Pavilion at Östermalm Athletic Grounds (Östermalm Idrottsplats),New build,"Tennis, fencing, modern  pentathlon (fencing)",In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,1912 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8118,1912 Summer Olympics,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,new build,New,1,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Tennis Pavilion at Östermalm Athletic Grounds (Östermalm Idrottsplats) Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
"Kaknäs Shooting Range, Djurgården",New build,Shooting,Not in use (demolished),1912,Stockholm,war - not a failure,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Djurgårdens IF,sports club; alliance club,http://www.wikidata.org/entity/Q6418817,Djurgårdens IF,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,new build,New,1,not in use (demolished),not in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,"Kaknäs Shooting Range, Djurgården Stockholm",train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Sandhamm,Existing,Sailing,In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Sandhamm Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Barkaby to Rinkeby,Existing,Modern pentathlon,Not in use (demolished),1912,Stockholm,urban redevelopment - not a failure,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Barkaby to Rinkeby Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Nynäshamn,New build,Sailing,In use,1912,Stockholm,NA,Sweden,1909,exact,SWE,NA,NA,783.776,0.953759265795976,0.7486451847624103,1975,66,Nynäshamn,urban area in Sweden,http://www.wikidata.org/entity/Q738338,Nynäshamn,NA,NA,NA,NA,NA,114,NA,NA,NA,18.0053035962164,59.3309351708167,NA,new build,New,1,in use,in use,FALSE,NA,NA,6.665398326743788,NA,pre-WWII,Europe,NA,NA,Nynäshamn Stockholm,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.665398326743788,1,1.8755179261162138,1,6.5,0,114,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.953759265795976,0,0.7486451847624103,1,0.6666666666666666,1,-0.37546740179326576
Hoogboom Country Club,Existing,"Eventing, shooting",Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,1920 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8128,1920 Summer Olympics,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Hoogboom Country Club Antwerp,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Nightingale Park (Nachtegalenpark),Existing,Archery,In use,1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Nightingale Park (Nachtegalenpark) Antwerp,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
"Celebration Hall, Royal Zoological Society (Feestzaal, Koninklijke Zoölogische Maatschappij)",Existing,"Boxing, wrestling",In use (rebuilt),1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,in use (rebuilt),in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,"Celebration Hall, Royal Zoological Society (Feestzaal, Koninklijke Zoölogische Maatschappij) Antwerp",test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Royal Beerschot Tennis and Hockey Club,Existing,"Tennis, fencing",In use,1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,K Beerschot VAC,association football club,http://www.wikidata.org/entity/Q685182,K. Beerschot V.A.C.,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Royal Beerschot Tennis and Hockey Club Antwerp,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
"Flower Hall (Floraliën), Middelheim Park",Existing,"Modern pentathlon
(fencing)",Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,"Flower Hall (Floraliën), Middelheim Park Antwerp",train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Ice Palace,Existing,"Ice hockey,
figure skating",Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,1920 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8128,1920 Summer Olympics,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Ice Palace Antwerp,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Vélodrome d’Anvers Zurenborg,Existing,Cycling (track),Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,Zurenborg Velodrome,velodrome,http://www.wikidata.org/entity/Q110417402,Zurenborg velodrome,Point(4.434545607 51.20224467),NA,1894,P571,26,106,132,4.4345456069999996,51.20224467,4.42130796484785,51.2137107113711,0.9788336117421916,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,0.682507586149025,pre-WWII,Europe,NA,NA,Vélodrome d’Anvers Zurenborg Antwerp,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,0,0.682507586149025,0,26,0,106,0,132,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Stadion Broodstraat,Existing,Football,Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,Olympisch Stadion (Antwerp),Olympic stadium; association football venue,http://www.wikidata.org/entity/Q1057087,Olympisch Stadion Antwerp,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Stadion Broodstraat Antwerp,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
"Shooting Range, Het Kiel (Shieetbaan, Het Kiel)",Existing,Modern pentathlon (shooting),Not in use (demolished),1920,Antwerp,urban redevelopment - not a failure,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,"Shooting Range, Het Kiel (Shieetbaan, Het Kiel) Antwerp",test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Antwerp Olympic Stadium (Olympisch Stadion),New build,"Athletics, hockey,
equestrian, gymnastics,
football, rugby, tug of
war, modern pentathlon
(running, equestrian),
weightlifting, Opening
and Closing
Ceremonies",In use,1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,Olympisch Stadion (Antwerp),Olympic stadium; association football venue,http://www.wikidata.org/entity/Q1057087,Olympisch Stadion Antwerp,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,new build,New,1,in use,in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Antwerp Olympic Stadium (Olympisch Stadion) Antwerp,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
Duden Park Stadium,Existing,Football,In use,1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,Joseph Marien Stadium,stadium,http://www.wikidata.org/entity/Q3495665,Joseph Marien Stadium,Point(4.32917 50.8178),5100,1919,P1619,1,106,107,4.32917,50.8178,4.42130796484785,51.2137107113711,27.67744553546473,existing,Existing,0,in use,in use,FALSE,8.537191877922927,NA,6.128189273111862,3.3561109439635572,pre-WWII,Europe,NA,NA,Duden Park Stadium Antwerp,train,NA,1,0,8.537191877922927,1,9.11627573452121,0,6.128189273111862,0,3.3561109439635572,0,1,0,106,0,107,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,0,1,1,-0.37546740179326576
Wellington Racing Track (Wellingtonrenbaan),Existing,Polo,In use,1920,Antwerp,NA,Belgium,1914,exact,BEL,NA,NA,457.605,0.9219908224497,0.30502952646143516,1975,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,4.42130796484785,51.2137107113711,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,6.128189273111862,NA,pre-WWII,Europe,NA,NA,Wellington Racing Track (Wellingtonrenbaan) Antwerp,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,6.128189273111862,1,1.8755179261162138,1,6.5,0,106,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.9219908224497,0,0.30502952646143516,1,0.6666666666666666,1,-0.37546740179326576
