venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi,class_clean,class_group,new_build,status_clean,status_group,white_elephant,log_capacity,log_gdp,log_city_pop,log_distance,era,region,gdp_pct_rank,gdp_z,vid,set,capacity_z,capacity_pct_rank,log_capacity_missing,log_capacity_imp,log_gdp_missing,log_gdp_imp,log_city_pop_missing,log_city_pop_imp,log_distance_missing,log_distance_imp,venue_age_missing,venue_age_imp,years_since_event_missing,years_since_event_imp,years_since_construction_missing,years_since_construction_imp,gdp_pct_rank_missing,gdp_pct_rank_imp,gdp_z_missing,gdp_z_imp,city_pop_pct_rank_missing,city_pop_pct_rank_imp,city_pop_z_missing,city_pop_z_imp,capacity_pct_rank_missing,capacity_pct_rank_imp,capacity_z_missing,capacity_z_imp
Indoor Stadium,New build,"Basketball, boxing",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,NA,NA,Olympic Stadium (Moscow),stadium; sports complex,http://www.wikidata.org/entity/Q32960,Olympiysky Sports Complex,Point(37.626425 55.781044444),25000,1980,P1619,0,46,46,37.626425,55.781044444,NA,NA,NA,new build,New,1,not in use (demolished),not in use,FALSE,10.12667110305036,NA,NA,NA,postwar,Europe,NA,NA,Indoor Stadium Moscow,train,1.4984845670636713,1,0,10.12667110305036,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,0,0,0,46,0,46,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,0,1,0,1.4984845670636713
Kanthaugen Freestyle Arena,New build,Freestyle skiing,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,NA,NA,Kanthaugen Freestyle Arena,stadium,http://www.wikidata.org/entity/Q6365428,Kanthaugen Freestyle Arena,Point(10.49 61.124),15000,1992,P1619,2,32,34,10.49,61.124,NA,NA,NA,new build,New,1,in use,in use,FALSE,9.61587214452889,10.090491092530042,NA,NA,postwar,Europe,0.9542857142857144,2.070581854132693,Kanthaugen Freestyle Arena Lillehammer,train,-0.04762847721839494,0.75,0,9.61587214452889,0,10.090491092530042,1,7.975335515448405,1,1.8755179261162138,0,2,0,32,0,34,0,0.9542857142857144,0,2.070581854132693,1,0.9895746846124313,1,2.857741503747238,0,0.75,0,-0.04762847721839494
Lillehammer Olympic Village,New build,Athlete accommodation,In use,1994,Lillehammer,NA,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA,NA,NA,Lillehammer affair,attempted murder; murder; state terrorism; covert operation; fusillade,http://www.wikidata.org/entity/Q1538940,Lillehammer affair,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,new build,New,1,in use,in use,FALSE,NA,10.090491092530042,NA,NA,postwar,Europe,0.9542857142857144,2.070581854132693,Lillehammer Olympic Village Lillehammer,train,NA,NA,1,9.629029932943677,0,10.090491092530042,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,32,1,41.5,0,0.9542857142857144,0,2.070581854132693,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Clark Atlanta University Stadium,Existing,Hockey,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Clark Atlanta University,private university; historically black college or university; private not-for-profit educational institution,http://www.wikidata.org/entity/Q4572296,Clark Atlanta University,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA,existing,Existing,0,in use,in use,FALSE,NA,10.081198497141315,4.046746187589306,NA,postwar,Americas,0.93717277486911,1.6960824467206008,Clark Atlanta University Stadium Atlanta,train,NA,NA,1,9.629029932943677,0,10.081198497141315,0,4.046746187589306,1,1.8755179261162138,1,6.5,0,30,1,41.5,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,1,0.6666666666666666,1,-0.37546740179326576
Alexander Memorial Coliseum,Existing,Boxing,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Memorial Coliseum,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q3305508,Memorial Coliseum,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA,existing,Existing,0,in use,in use,FALSE,NA,10.081198497141315,4.046746187589306,NA,postwar,Americas,0.93717277486911,1.6960824467206008,Alexander Memorial Coliseum Atlanta,train,NA,NA,1,9.629029932943677,0,10.081198497141315,0,4.046746187589306,1,1.8755179261162138,1,6.5,0,30,1,41.5,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,1,0.6666666666666666,1,-0.37546740179326576
Georgia State University Gymnasium,Existing,Badminton,In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Georgia State University,set; public educational institution of the United States; open-access publisher; public research university,http://www.wikidata.org/entity/Q1509333,Georgia State University,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA,existing,Existing,0,in use,in use,FALSE,NA,10.081198497141315,4.046746187589306,NA,postwar,Americas,0.93717277486911,1.6960824467206008,Georgia State University Gymnasium Atlanta,test,NA,NA,1,9.629029932943677,0,10.081198497141315,0,4.046746187589306,1,1.8755179261162138,1,6.5,0,30,1,41.5,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,1,0.6666666666666666,1,-0.37546740179326576
"Georgia World Congress Center (Halls D, E, F, G, H)",Existing,"Table tennis, weightlifting,
fencing, handball, wrestling, judo, modern
pentathlon (fencing)",In use,1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Georgia World Congress Center,convention center,http://www.wikidata.org/entity/Q3103783,Georgia World Congress Center,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA,existing,Existing,0,in use,in use,FALSE,NA,10.081198497141315,4.046746187589306,NA,postwar,Americas,0.93717277486911,1.6960824467206008,"Georgia World Congress Center (Halls D, E, F, G, H) Atlanta",train,NA,NA,1,9.629029932943677,0,10.081198497141315,0,4.046746187589306,1,1.8755179261162138,1,6.5,0,30,1,41.5,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,1,0.6666666666666666,1,-0.37546740179326576
Young Pioneers Stadium,Existing,Hockey,Not in use (demolished),1980,Moscow,urban redevelopment - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,NA,NA,Young Pioneers Stadium,stadium; sports complex; destroyed building or structure,http://www.wikidata.org/entity/Q8058369,Young Pioneers Stadium,Point(37.5623 55.7845),NA,NA,NA,NA,46,NA,37.5623,55.7845,NA,NA,NA,existing,Existing,0,not in use (demolished),not in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Young Pioneers Stadium Moscow,test,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,46,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Omni Coliseum,Existing,Volleyball,In use (rebuilt),1996,Atlanta,NA,United States,1990,exact,USA,23888.6000088133,NA,56.211,0.095023176384484,-0.23003591157221429,1995,5,Omni Coliseum,arena; multi-purpose hall; destroyed building or structure,http://www.wikidata.org/entity/Q1970067,Omni Coliseum,NA,NA,NA,NA,NA,30,NA,NA,NA,-84.3638559949554,33.7897001713732,NA,existing,Existing,0,in use (rebuilt),in use,FALSE,NA,10.081198497141315,4.046746187589306,NA,postwar,Americas,0.93717277486911,1.6960824467206008,Omni Coliseum Atlanta,train,NA,NA,1,9.629029932943677,0,10.081198497141315,0,4.046746187589306,1,1.8755179261162138,1,6.5,0,30,1,41.5,0,0.93717277486911,0,1.6960824467206008,0,0.095023176384484,0,-0.23003591157221429,1,0.6666666666666666,1,-0.37546740179326576
Swimming Pool (OlimpiyskiySports Complex),New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",Not in use (demolished),1980,Moscow,replaced by successor stadium - not a failure,Soviet Union,1974,exact,NA,NA,NA,NA,NA,NA,NA,NA,Swimming Pool at the Olimpiysky Sports Complex,swimming center,http://www.wikidata.org/entity/Q7656228,Swimming Pool at the Olimpiysky Sports Complex,Point(37.6264 55.7811),NA,NA,NA,NA,46,NA,37.6264,55.7811,NA,NA,NA,new build,New,1,not in use (demolished),not in use,FALSE,NA,NA,NA,NA,postwar,Europe,NA,NA,Swimming Pool (OlimpiyskiySports Complex) Moscow,train,NA,NA,1,9.629029932943677,1,9.11627573452121,1,7.975335515448405,1,1.8755179261162138,1,6.5,0,46,1,41.5,1,0.8421052631578947,1,0.8326932461924239,1,0.9895746846124313,1,2.857741503747238,1,0.6666666666666666,1,-0.37546740179326576
Ancient Stadium,Existing,Athletics,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,0.9905753968253967,3.035484254877471,1997,0,Panathenaic Stadium,Olympic stadium; multi-purpose sports venue; pitch; all-seater stadium; monument; Ancient Greek stadium,http://www.wikidata.org/entity/Q208811,Panathenaic Stadium,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA,existing,Existing,0,in use,in use,FALSE,NA,9.474005136940455,8.095321223860473,NA,recent,Europe,0.79,0.4083186152900408,Ancient Stadium Athens,test,NA,NA,1,9.629029932943677,0,9.474005136940455,0,8.095321223860473,1,1.8755179261162138,1,6.5,0,22,1,41.5,0,0.79,0,0.4083186152900408,0,0.9905753968253967,0,3.035484254877471,1,0.6666666666666666,1,-0.37546740179326576
Pampeloponnisiako Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,0.9905753968253967,3.035484254877471,1997,0,Olympic Stadium (Athens),Olympic stadium,http://www.wikidata.org/entity/Q189663,Olympic Stadium in Athens,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA,existing,Existing,0,in use,in use,FALSE,NA,9.474005136940455,8.095321223860473,NA,recent,Europe,0.79,0.4083186152900408,Pampeloponnisiako Stadium Athens,train,NA,NA,1,9.629029932943677,0,9.474005136940455,0,8.095321223860473,1,1.8755179261162138,1,6.5,0,22,1,41.5,0,0.79,0,0.4083186152900408,0,0.9905753968253967,0,3.035484254877471,1,0.6666666666666666,1,-0.37546740179326576
Kaftantzoglio Stadium,Existing,Football,In use,2004,Athens,NA,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,0.9905753968253967,3.035484254877471,1997,0,Panionios F.C.,association football club,http://www.wikidata.org/entity/Q460494,Panionios F.C.,NA,NA,NA,NA,NA,22,NA,NA,NA,23.7294821422573,37.9900827844442,NA,existing,Existing,0,in use,in use,FALSE,NA,9.474005136940455,8.095321223860473,NA,recent,Europe,0.79,0.4083186152900408,Kaftantzoglio Stadium Athens,train,NA,NA,1,9.629029932943677,0,9.474005136940455,0,8.095321223860473,1,1.8755179261162138,1,6.5,0,22,1,41.5,0,0.79,0,0.4083186152900408,0,0.9905753968253967,0,3.035484254877471,1,0.6666666666666666,1,-0.37546740179326576
Mané Garrincha Stadium,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,0.9967282321899736,7.479318318392329,2009,0,Estádio Nacional Mané Garrincha,stadium,http://www.wikidata.org/entity/Q336088,Estádio Nacional de Brasília,Point(-47.899164 -15.7835),69910,1974,P1619,42,10,52,-47.899164,-15.7835,-43.3666524274637,-22.8458452131082,570.985310704438,existing,Existing,0,in use,in use,FALSE,11.154978283509006,9.068737547029745,9.096920690529156,6.349113310463399,recent,Americas,0.6238095238095238,-0.2897687023319218,Mané Garrincha Stadium Rio de Janeiro,train,1.0373555490493755,1,0,11.154978283509006,0,9.068737547029745,0,9.096920690529156,0,6.349113310463399,0,42,0,10,0,52,0,0.6238095238095238,0,-0.2897687023319218,0,0.9967282321899736,0,7.479318318392329,0,1,0,1.0373555490493755
Mineirão,Existing,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,0.9967282321899736,7.479318318392329,2009,0,Mineirão,stadium; historic site,http://www.wikidata.org/entity/Q910370,Mineirão,Point(-43.970833 -19.865833),66658,1965,P1619,51,10,61,-43.970833,-19.865833,-43.3666524274637,-22.8458452131082,209.77144553058997,existing,Existing,0,in use,in use,FALSE,11.107345350249055,9.068737547029745,9.096920690529156,5.350774349857221,recent,Americas,0.6238095238095238,-0.2897687023319218,Mineirão Rio de Janeiro,train,0.918415378091776,0.8333333333333334,0,11.107345350249055,0,9.068737547029745,0,9.096920690529156,0,5.350774349857221,0,51,0,10,0,61,0,0.6238095238095238,0,-0.2897687023319218,0,0.9967282321899736,0,7.479318318392329,0,0.8333333333333334,0,0.918415378091776
Amazônia Arena,New build,Football,In use,2016,Rio de Janeiro,NA,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,0.9967282321899736,7.479318318392329,2009,0,2016 Summer Olympics,Summer Olympic Games edition,http://www.wikidata.org/entity/Q8613,2016 Summer Olympics,NA,NA,NA,NA,NA,10,NA,NA,NA,-43.3666524274637,-22.8458452131082,NA,new build,New,1,in use,in use,FALSE,NA,9.068737547029745,9.096920690529156,NA,recent,Americas,0.6238095238095238,-0.2897687023319218,Amazônia Arena Rio de Janeiro,test,NA,NA,1,9.629029932943677,0,9.068737547029745,0,9.096920690529156,1,1.8755179261162138,1,6.5,0,10,1,41.5,0,0.6238095238095238,0,-0.2897687023319218,0,0.9967282321899736,0,7.479318318392329,1,0.6666666666666666,1,-0.37546740179326576
Patscherkofel,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Patscherkofel Innsbruck,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Axamer Lizum,New build,Alpine skiing,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,Axamer Lizum,ski resort; Ortschaft,http://www.wikidata.org/entity/Q364061,Axamer Lizum,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Axamer Lizum Innsbruck,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Bobbahn und Rodelbahn Igls,New build,"Bobsleigh, luge",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Bobbahn und Rodelbahn Igls Innsbruck,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Bergisel Ski Jump (Bergiselschanze),Existing,"Ski jumping, Opening
Ceremony",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,Bergisel Ski Jump,ski jumping hill,http://www.wikidata.org/entity/Q672833,Bergiselschanze,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Bergisel Ski Jump (Bergiselschanze) Innsbruck,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Messehalle (Indoor Skating Rink),Existing,Ice hockey,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,1964 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9636,1964 Winter Olympics,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,existing,Existing,0,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Messehalle (Indoor Skating Rink) Innsbruck,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Olympic Speed Skating Oval (Olympia Eisschnellaufbahn),New build,Speed skating,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Olympic Speed Skating Oval (Olympia Eisschnellaufbahn) Innsbruck,test,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Olympic Ice Stadium,New build,"Figure skating,
ice hockey, Closing
Ceremony",In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,2012 Winter Youth Olympics,international sporting event; Winter Youth Olympic Games edition,http://www.wikidata.org/entity/Q192554,2012 Winter Youth Olympics,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Olympic Ice Stadium Innsbruck,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Innsbruck Olympic Village,New build,Athlete accommodation,In use,1964,Innsbruck,NA,Austria,1959,exact,AUT,NA,NA,111.144,0.5947758559830568,-0.16618196870709354,1975,16,Innsbruck,city; statutory city of Austria; municipality of Austria; district of Austria; big city; place with town rights and privileges,http://www.wikidata.org/entity/Q1735,Innsbruck,NA,NA,NA,NA,NA,62,NA,NA,NA,11.4045829127392,47.2679876615107,NA,new build,New,1,in use,in use,FALSE,NA,NA,4.719783759757969,NA,postwar,Europe,NA,NA,Innsbruck Olympic Village Innsbruck,train,NA,NA,1,9.629029932943677,1,9.11627573452121,0,4.719783759757969,1,1.8755179261162138,1,6.5,0,62,1,41.5,1,0.8421052631578947,1,0.8326932461924239,0,0.5947758559830568,0,-0.16618196870709354,1,0.6666666666666666,1,-0.37546740179326576
Campo Marte,Existing,"Equestrian (jumping,
dressage)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Mexico City Metrobús Line 7,bus rapid transit route,http://www.wikidata.org/entity/Q55074771,Line 7,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,Campo Marte Mexico City,test,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
Municipal Stadium,Existing,Hockey,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,"Estadio Jesús Martínez ""Palillo""",stadium,http://www.wikidata.org/entity/Q1369443,Municipal Stadium,Point(-99.09493893 19.40764085),6160,1964,P1619,4,58,62,-99.09493893,19.40764085,-99.1049386818456,19.4448241307528,2.6534321479086582,existing,Existing,0,in use,in use,FALSE,8.725994381014571,6.041568291783248,9.316536718230276,1.2956670402711916,postwar,Americas,0.631578947368421,-0.255083611378773,Municipal Stadium Mexico City,test,-0.7459525895762263,0.3333333333333333,0,8.725994381014571,0,6.041568291783248,0,9.316536718230276,0,1.2956670402711916,0,4,0,58,0,62,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,0,0.3333333333333333,0,-0.7459525895762263
University Olympic Stadium,Existing,"Athletics, equestrian
(jumping), Opening and
Closing Ceremonies",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Estadio Azteca,association football venue,http://www.wikidata.org/entity/Q320454,Estadio Azteca,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,University Olympic Stadium Mexico City,test,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
Arena México,Existing,Boxing,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Arena México,arena,http://www.wikidata.org/entity/Q641374,Arena México,Point(-99.151944 19.424722),16500,1956,P1619,12,58,70,-99.151944,19.424722,-99.1049386818456,19.4448241307528,3.366696336482336,existing,Existing,0,in use,in use,FALSE,9.711176264112805,6.041568291783248,9.316536718230276,1.4740067361301885,postwar,Americas,0.631578947368421,-0.255083611378773,Arena México Mexico City,train,-0.28071646096664915,0.6666666666666666,0,9.711176264112805,0,6.041568291783248,0,9.316536718230276,0,1.4740067361301885,0,12,0,58,0,70,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,0,0.6666666666666666,0,-0.28071646096664915
Azteca Stadium,Existing,Football,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Estadio Azteca,association football venue,http://www.wikidata.org/entity/Q320454,Estadio Azteca,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,Azteca Stadium Mexico City,test,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
Military Camp No. 1,Existing,"Modern pentathlon
(equestrian)",In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,New Mexico Military Institute,high school; campus; community college; public educational institution of the United States,http://www.wikidata.org/entity/Q7010214,New Mexico Military Institute,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,Military Camp No. 1 Mexico City,train,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
National Auditorium,Existing,Gymnastics,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Auditorio Nacional (Mexico),concert hall; multi-purpose hall,http://www.wikidata.org/entity/Q286179,Auditorio Nacional,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,National Auditorium Mexico City,train,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
Ciudad Universitaria Swimming Pool,Existing,Water polo,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Mexico City,city; megacity; metropolis; federal capital; primate city; big city; federative entity of Mexico; largest city,http://www.wikidata.org/entity/Q1489,Mexico City,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,Ciudad Universitaria Swimming Pool Mexico City,train,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
Insurgentes Theatre,Existing,Weightlifting,In use,1968,Mexico City,NA,Mexico,1963,exact,MEX,419.552066324849,NA,11119.402,0.9991175432403812,14.8058284780125,1975,12,Mexico City,city; megacity; metropolis; federal capital; primate city; big city; federative entity of Mexico; largest city,http://www.wikidata.org/entity/Q1489,Mexico City,NA,NA,NA,NA,NA,58,NA,NA,NA,-99.1049386818456,19.4448241307528,NA,existing,Existing,0,in use,in use,FALSE,NA,6.041568291783248,9.316536718230276,NA,postwar,Americas,0.631578947368421,-0.255083611378773,Insurgentes Theatre Mexico City,train,NA,NA,1,9.629029932943677,0,6.041568291783248,0,9.316536718230276,1,1.8755179261162138,1,6.5,0,58,1,41.5,0,0.631578947368421,0,-0.255083611378773,0,0.9991175432403812,0,14.8058284780125,1,0.6666666666666666,1,-0.37546740179326576
