venue_id,stadium_id,stadium_name,city_name,country_name,tournament_id,tournament_year,award_year,opened_year,stadium_capacity,design_purpose,newly_built,current_status,status_detail,not_in_use_reason,wikipedia_link,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,venue_age,years_since_event,years_since_construction,coords,venue_lon,venue_lat,city_lon,city_lat,distance_mi
S-066,S-066,Stade de la Beaujoire,Nantes,France,WC-1998,1998,1992,1984,40000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_de_la_Beaujoire,FRA,23615.0168565483,NA,373.017,0.87920468473376,0.10459734967385302,1992,0,14,28,42,Point(-1.52466 47.2561),-1.52466,47.256100000000004,-1.5568753263603,47.2218863475185,2.8088604062610036
S-067,S-067,Allianz Riviera,Nice,France,WC-2019,2019,2015,2013,35000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Allianz_Riviera,FRA,36702.4323733379,70,427.898,0.8882261172799852,0.09968690409977202,2015,0,6,7,13,Point(7.19262 43.70513),7.19262,43.70513,7.23689310656928,43.6992907272345,2.2504830671296063
S-068,S-068,Parc des Princes,Paris,France,WC-1938,1938,1936,1897,49000,Multi-purpose,Existing,in use,rebuilt 1972,NA,https://en.wikipedia.org/wiki/Parc_des_Princes,FRA,NA,NA,7423.859,0.9969996470172962,9.779628292451674,1975,39,41,88,129,Point(2.25305 48.84145),2.25305,48.84145,2.35557109932262,48.8491114639848,4.696855239081943
S-068,S-068,Parc des Princes,Paris,France,WC-1998,1998,1992,1972,49000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Parc_des_Princes,FRA,23615.0168565483,NA,8124.42,0.997003949339507,8.474624706678622,1992,0,26,28,54,Point(2.25305 48.84145),2.25305,48.84145,2.35557109932262,48.8491114639848,4.696855239081943
S-068,S-068,Parc des Princes,Paris,France,WC-2019,2019,2015,1972,49000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Parc_des_Princes,FRA,36702.4323733379,70,9271.626,0.9967881068183904,7.540683299110412,2015,0,47,7,54,Point(2.25305 48.84145),2.25305,48.84145,2.35557109932262,48.8491114639848,4.696855239081943
S-069,S-069,Stade Olympique de Colombes,Paris,France,WC-1938,1938,1936,1907,60000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_Olympique_Yves-du-Manoir,FRA,NA,NA,7423.859,0.9969996470172962,9.779628292451674,1975,39,31,88,119,Point(2.24961 48.93145),2.24961,48.93145,2.35557109932262,48.8491114639848,7.4606843274299335
S-070,S-070,Stade Auguste-Delaune,Reims,France,WC-2019,2019,2015,1935,21000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_Auguste-Delaune,FRA,36702.4323733379,70,185.841,0.7295585941084702,-0.103976671304977,2015,0,84,7,91,Point(4.02478 49.24716),4.02478,49.24716,4.03016864414582,49.2520896771436,0.41889612180403374
S-070,S-071,Vélodrome Municipal,Reims,France,WC-1938,1938,1936,1935,22000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_Auguste_Delaune,FRA,NA,NA,183.568,0.774620543593364,-0.06768019989015447,1975,39,3,88,91,Point(4.02478 49.24716),4.02478,49.24716,4.03016864414582,49.2520896771436,0.41889612180403374
S-072,S-072,Roazhon Park,Rennes,France,WC-2019,2019,2015,1912,29000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Roazhon_Park,FRA,36702.4323733379,70,233.81,0.7904927961824355,-0.06361618576400772,2015,0,107,7,114,Point(-1.71282 48.10743),-1.71282,48.10743,-1.66911523642712,48.1079737486346,2.0189709022669438
S-073,S-073,Stade de France,Saint-Denis,France,WC-1998,1998,1992,1998,80000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_de_France,FRA,23615.0168565483,NA,8124.42,0.997003949339507,8.474624706678622,1992,0,0,28,28,Point(2.36 48.924444444),2.36,48.924444444,2.35557109932262,48.8491114639848,5.2147419643894946
S-074,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,WC-1998,1998,1992,1931,36000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_Geoffroy-Guichard,FRA,23615.0168565483,NA,224.408,0.7936810567887784,-0.05587184480579432,1992,0,67,28,95,Point(4.390171 45.460749),4.390171,45.460749,4.3923581306438,45.4379347817726,1.5816448638823033
S-075,S-075,Stade de la Meinau,Strasbourg,France,WC-1938,1938,1936,1914,30000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_de_la_Meinau,FRA,NA,NA,325.62,0.8856336039534063,0.12552057974068373,1975,39,24,88,112,Point(7.75738 48.55942),7.75738,48.55942,7.74276454882101,48.578067351074,1.4530148586270428
S-076,S-076,Stade de Toulouse,Toulouse,France,WC-1998,1998,1992,1937,37000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadium_Municipal,FRA,23615.0168565483,NA,369.505,0.8782513958872395,0.1008050638027919,1992,0,61,28,89,Point(1.434055 43.583296),1.434055,43.583296,1.43024790567507,43.6040511088086,1.448262725626943
S-077,S-077,Stade du T.O.E.C.,Toulouse,France,WC-1938,1938,1936,1908,15000,Multi-purpose,Existing,not in use,demolished 1965,urban redevelopment,https://en.wikipedia.org/wiki/Stade_Chapou,FRA,NA,NA,257.937,0.8519237557359689,0.03346690666495074,1975,39,30,88,118,Point(1.419166666 43.608611111),1.419166666,43.608611111,1.43024790567507,43.6040511088086,0.6383849088850809
S-078,S-078,Stade du Hainaut,Valenciennes,France,WC-2019,2019,2015,2011,23000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stade_du_Hainaut,FRA,36702.4323733379,70,101.46,0.4900431311370102,-0.17497373462571603,2015,0,8,7,15,Point(3.53178 50.34851),3.53178,50.34851,3.51689821962067,50.3608489529918,1.0769491647279876
S-079,S-079,Impuls Arena,Augsburg,Germany,WC-2011,2011,2007,2009,25000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Impuls_Arena,DEU,42350.9217211489,NA,289.395,0.8312401055408971,-0.01363198567779646,2007,0,2,15,17,Point(10.8859261 48.3233205),10.8859261,48.3233205,10.8924028610026,48.3615151219045,2.6586847026545755
S-080,S-080,Olympiastadion,Berlin,Germany,WC-1974,1974,1966,1936,86000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),DEU,1870.80540291774,NA,3025.918,0.9929403459230498,3.7981170854962745,1975,9,38,52,90,Point(13.239444444 52.514722222),13.239444444,52.514722222,13.3999531382876,52.5018146389819,6.81624633264691
S-080,S-080,Olympiastadion,Berlin,Germany,WC-2006,2006,2000,1936,86000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),DEU,23925.8559901991,NA,3328.134,0.9907065278244318,3.0231519992287152,2000,0,70,20,90,Point(13.239444444 52.514722222),13.239444444,52.514722222,13.3999531382876,52.5018146389819,6.81624633264691
S-080,S-080,Olympiastadion,Berlin,Germany,WC-2011,2011,2007,1936,86000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Olympiastadion_(Berlin),DEU,42350.9217211489,NA,3300.99,0.988707124010554,2.6972821521745196,2007,0,75,15,90,Point(13.239444444 52.514722222),13.239444444,52.514722222,13.3999531382876,52.5018146389819,6.81624633264691
S-081,S-081,Ruhrstadion,Bochum,Germany,WC-2011,2011,2007,1911,21000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Ruhrstadion,DEU,42350.9217211489,NA,2624.551,0.9842744063324538,2.0883795445879474,2007,0,100,15,115,Point(7.236489 51.489944),7.236489,51.489944,6.97216877251344,51.4886212700177,11.384639152799013
S-082,S-082,RheinEnergieStadion,Cologne,Germany,WC-2006,2006,2000,2004,45000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/RheinEnergieStadion,DEU,23925.8559901991,NA,949.868,0.9564438472735416,0.6617489675539576,2000,0,2,20,22,Point(6.875 50.933611),6.875,50.933611,6.97174042360981,50.9664308711368,4.788101068304887
S-083,S-083,Westfalenstadion,Dortmund,Germany,WC-1974,1974,1966,1974,65000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Westfalenstadion,DEU,1870.80540291774,NA,752.653,0.950935404165196,0.706315700739302,1975,9,0,52,52,Point(7.451667 51.4925),7.451667,51.4925,7.43708001553127,51.5091810345978,1.3137215461294325
S-083,S-083,Westfalenstadion,Dortmund,Germany,WC-2006,2006,2000,1974,65000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Westfalenstadion,DEU,23925.8559901991,NA,714.411,0.940432202440936,0.4279614628639676,2000,0,32,20,52,Point(7.451667 51.4925),7.451667,51.4925,7.43708001553127,51.5091810345978,1.3137215461294325
S-084,S-084,Rudolf-Harbig-Stadion,Dresden,Germany,WC-2011,2011,2007,2009,26000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Rudolf-Harbig-Stadion,DEU,42350.9217211489,NA,488.02,0.9006860158311346,0.16516208212710967,2007,0,2,15,17,Point(13.747778 51.040278),13.747778,51.040278,13.7498897576508,51.0410986710973,0.10797244159471425
S-085,S-085,Rheinstadion,Düsseldorf,Germany,WC-1974,1974,1966,1925,70000,Multi-purpose,Existing,in use,rebuilt 2004,NA,https://en.wikipedia.org/wiki/Rheinstadion,DEU,1870.80540291774,NA,745.976,0.9504059301094246,0.6972345078972787,1975,9,49,52,101,Point(6.734167 51.260278),6.734167,51.260278,6.78599084249741,51.2193990097306,3.6100083728532706
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-1974,1974,1966,1974,62000,Multi-purpose,New,in use,rebuilt 2005,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,1870.80540291774,NA,678.148,0.9445817154959408,0.6049836245531477,1975,9,0,52,52,Point(8.645278 50.068611),8.645278,50.068611,8.6735447932538,50.1176131033912,3.614177684763018
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-2006,2006,2000,2005,62000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,23925.8559901991,NA,706.882,0.9398723547195162,0.4204858468372157,2000,0,1,20,21,Point(8.645278 50.068611),8.645278,50.068611,8.6735447932538,50.1176131033912,3.614177684763018
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-2011,2011,2007,2005,62000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,42350.9217211489,NA,730.71,0.9382585751978892,0.3836216532564875,2007,0,6,15,21,Point(8.645278 50.068611),8.645278,50.068611,8.6735447932538,50.1176131033912,3.614177684763018
S-087,S-087,Arena AufShalke,Gelsenkirchen,Germany,WC-2006,2006,2000,2001,52000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_AufSchalke,DEU,23925.8559901991,NA,2709.378,0.9867875937744932,2.4087832556706164,2000,0,5,20,25,Point(7.067588888 51.554502777),7.067588888,51.554502777,6.97216877251344,51.4886212700177,6.13458178151735
S-088,S-088,Parkstadion,Gelsenkirchen,Germany,WC-1974,1974,1966,1973,72000,Multi-purpose,New,in use,rebuilt 2020,NA,https://en.wikipedia.org/wiki/Parkstadion,DEU,1870.80540291774,NA,2851.143,0.9918813978115072,3.560410708535867,1975,9,1,52,53,Point(7.067835 51.559368),7.067835,51.559368,6.97216877251344,51.4886212700177,6.395221439526118
S-089,S-089,Volksparkstadion,Hamburg,Germany,WC-1974,1974,1966,1953,61000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volksparkstadion,DEU,1870.80540291774,NA,1623.382,0.9823508648076243,1.8905688027525096,1975,9,21,52,73,Point(9.898611 53.586944),9.898611,53.586944,9.99393549574449,53.5746498512905,4.005897324124649
S-089,S-089,Volksparkstadion,Hamburg,Germany,WC-2006,2006,2000,1953,61000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volksparkstadion,DEU,23925.8559901991,NA,1565.144,0.9735751875489866,1.2726623858665929,2000,0,53,20,73,Point(9.898611 53.586944),9.898611,53.586944,9.99393549574449,53.5746498512905,4.005897324124649
S-090,S-090,Niedersachsenstadion,Hanover,Germany,WC-1974,1974,1966,1954,60000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Niedersachsenstadion,DEU,1870.80540291774,NA,620.256,0.9417578538651606,0.526246404842137,1975,9,20,52,72,Point(9.731111 52.36),9.731111,52.36,9.75256346503945,52.378297770762,1.5565342654793914
S-090,S-090,Niedersachsenstadion,Hanover,Germany,WC-2006,2006,2000,1954,60000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Niedersachsenstadion,DEU,23925.8559901991,NA,579.89,0.925428283506886,0.2943942768452801,2000,0,52,20,72,Point(9.731111 52.36),9.731111,52.36,9.75256346503945,52.378297770762,1.5565342654793914
S-091,S-091,Fritz-Walter-Stadion,Kaiserslautern,Germany,WC-2006,2006,2000,1920,46000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,DEU,23925.8559901991,NA,66.199,0.23256074347777408,-0.2156544244959651,2000,0,86,20,106,Point(7.775833 49.434444),7.775833,49.434444,7.76199954650996,49.4417622355343,0.8021289722871265
S-092,S-092,Zentralstadion,Leipzig,Germany,WC-2006,2006,2000,2004,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),DEU,23925.8559901991,NA,447.209,0.8994513492330086,0.16265404440465378,2000,0,2,20,22,Point(12.348056 51.345833),12.348056,51.345833,12.3725937574042,51.3396157463662,1.1441349907507592
S-093,S-093,BayArena,Leverkusen,Germany,WC-2011,2011,2007,1958,30000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/BayArena,DEU,42350.9217211489,NA,975.854,0.9547229551451188,0.6042902144042076,2007,0,53,15,68,Point(7.002205555 51.038255555),7.002205555,51.038255555,6.97174042360981,50.9664308711368,5.1421134601915455
S-094,S-094,Borussia-Park,Mönchengladbach,Germany,WC-2011,2011,2007,2004,46000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Borussia-Park,DEU,42350.9217211489,NA,210.511,0.7622163588390501,-0.08464012284442811,2007,0,7,15,22,Point(6.385463888 51.174583333),6.385463888,51.174583333,6.44305607964969,51.1817906418755,2.54665911770456
S-095,S-095,Allianz Arena,Munich,Germany,WC-2006,2006,2000,2005,66000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Allianz_Arena,DEU,23925.8559901991,NA,1271.276,0.9674168626133692,0.9808780412591362,2000,0,1,20,21,Point(11.624752777 48.218775),11.624752777,48.218775,11.5576103090309,48.1396053528052,6.291227832337487
S-096,S-096,Olympiastadion,Munich,Germany,WC-1974,1974,1966,1972,78000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Olympiastadion_(Munich),DEU,1870.80540291774,NA,1376.229,0.9774091069537592,1.5544232202327242,1975,9,2,52,54,Point(11.546666666 48.173055555),11.546666666,48.173055555,11.5576103090309,48.1396053528052,2.3682456948700916
S-097,S-097,Frankenstadion,Nuremberg,Germany,WC-2006,2006,2000,1928,41000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Nuremberg,DEU,23925.8559901991,NA,567.746,0.923412831709775,0.2823363832300754,2000,0,78,20,98,Point(11.0775 49.453888888),11.0775,49.453888888,11.0539087116879,49.4458106527262,1.1990367792629606
S-098,S-098,Rhein-Neckar-Arena,Sinsheim,Germany,WC-2011,2011,2007,2009,30000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Rhein-Neckar-Arena,DEU,42350.9217211489,NA,NA,NA,NA,NA,NA,2,15,17,Point(8.888278 49.239),8.888278,49.239,NA,NA,NA
S-099,S-099,Neckarstadion,Stuttgart,Germany,WC-1974,1974,1966,1929,72000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),DEU,1870.80540291774,NA,773.913,0.9534062830921284,0.7352308062988973,1975,9,45,52,97,Point(9.231944 48.792222),9.231944,48.792222,9.20135599405822,48.7930825252067,1.395129522991504
S-099,S-099,Neckarstadion,Stuttgart,Germany,WC-2006,2006,2000,1929,72000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),DEU,23925.8559901991,NA,787.622,0.9462546187437018,0.5006533641701885,2000,0,77,20,97,Point(9.231944 48.792222),9.231944,48.792222,9.20135599405822,48.7930825252067,1.395129522991504
S-100,S-100,Volkswagen Arena,Wolfsburg,Germany,WC-2011,2011,2007,2002,26000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volkswagen_Arena,DEU,42350.9217211489,NA,71.928,0.28641077918624236,-0.19737361724234423,2020,13,9,15,24,Point(10.803889 52.431944),10.803889,52.431944,10.7620575202004,52.4232238750564,1.8646191877358087
S-101,S-101,Stadio San Nicola,Bari,Italy,WC-1990,1990,1984,1990,51000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_San_Nicola,ITA,7757.55374836822,NA,248.704,0.8173560421735604,-0.01903895902326298,1984,0,0,36,36,Point(16.840072 41.084736),16.840072,41.084736,16.8700673396439,41.1081519834582,2.2512728706060257
S-102,S-102,Stadio Renato Dall'Ara,Bologna,Italy,WC-1934,1934,1932,1927,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,ITA,NA,NA,447.707,0.9202259089304624,0.2915675455193432,1975,43,7,92,99,Point(11.3098 44.4922),11.3098,44.4922,11.3403927204957,44.4944394319832,1.5174278770362317
S-102,S-102,Stadio Renato Dall'Ara,Bologna,Italy,WC-1990,1990,1984,1927,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,ITA,7757.55374836822,NA,444.427,0.9059205190592052,0.2104652501663155,1984,0,63,36,99,Point(11.3098 44.4922),11.3098,44.4922,11.3403927204957,44.4944394319832,1.5174278770362317
S-103,S-103,Stadio Sant'Elia,Cagliari,Italy,WC-1990,1990,1984,1970,35000,Single-purpose,Existing,not in use,demolished 2017,replaced by successor stadium,https://en.wikipedia.org/wiki/Stadio_Sant%27Elia,ITA,7757.55374836822,NA,264.013,0.8290348742903487,-0.00108767103726619,1984,0,20,36,56,Point(9.134805555 39.199416666),9.134805555,39.199416666,9.14199258177793,39.2366147326997,2.6016903012880754
S-104,S-104,Stadio Comunale,Florence,Italy,WC-1990,1990,1984,1931,39000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi,ITA,7757.55374836822,NA,433.663,0.902676399026764,0.19784341569761932,1984,0,59,36,95,Point(11.282258 43.780822),11.282258,43.780822,11.2323707712498,43.7800015354818,2.492072685185275
S-105,S-105,Stadio Giovanni Berta,Florence,Italy,WC-1934,1934,1932,1931,47000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi_(Florence),ITA,NA,NA,431.514,0.916166607836216,0.26954391878714545,1975,43,3,92,95,Point(11.282258 43.780822),11.282258,43.780822,11.2323707712498,43.7800015354818,2.492072685185275
S-106,S-106,Stadio Luigi Ferraris,Genoa,Italy,WC-1934,1934,1932,1911,37000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,ITA,NA,NA,741.481,0.9500529474055772,0.6911209895769409,1975,43,23,92,115,Point(8.952428 44.416431),8.952428,44.416431,8.92140679118141,44.4177940366646,1.535539088810121
S-106,S-106,Stadio Luigi Ferraris,Genoa,Italy,WC-1990,1990,1984,1911,37000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,ITA,7757.55374836822,NA,698.527,0.940632603406326,0.5084221563810777,1984,0,79,36,115,Point(8.952428 44.416431),8.952428,44.416431,8.92140679118141,44.4177940366646,1.535539088810121
S-107,S-107,San Siro,Milan,Italy,WC-1934,1934,1932,1926,75000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/San_Siro,ITA,NA,NA,2544.708,0.9902929756441934,3.1436374078700835,1975,43,8,92,100,Point(9.123888888 45.478055555),9.123888888,45.478055555,9.19240351352659,45.5181467423715,4.327258689102235
S-107,S-107,San Siro,Milan,Italy,WC-1990,1990,1984,1926,75000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/San_Siro,ITA,7757.55374836822,NA,2583.583,0.9896188158961882,2.7188332299803486,1984,0,64,36,100,Point(9.123888888 45.478055555),9.123888888,45.478055555,9.19240351352659,45.5181467423715,4.327258689102235
S-108,S-108,Stadio Giorgio Ascarelli,Naples,Italy,WC-1934,1934,1932,1934,40000,Multi-purpose,New,not in use,"destroyed 1942, war",war,https://en.wikipedia.org/wiki/Stadio_Giorgio_Ascarelli,ITA,NA,NA,2594.394,0.9908224496999648,3.211213886460584,1975,43,0,92,92,Point(14.293333 40.859722),14.293333,40.859722,14.3092110700935,40.8614542525246,0.8392462317494804
S-109,S-109,Stadio San Paolo,Naples,Italy,WC-1990,1990,1984,1959,60000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_San_Paolo,ITA,7757.55374836822,NA,2759.365,0.9905920519059204,2.924954681724713,1984,0,31,36,67,Point(14.193008 40.827967),14.193008,40.827967,14.3092110700935,40.8614542525246,6.5067854895815715
S-110,S-110,Stadio La Favorita,Palermo,Italy,WC-1990,1990,1984,1932,33000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renzo_Barbera,ITA,7757.55374836822,NA,712.659,0.9422546634225466,0.5249932976586338,1984,0,58,36,94,Point(13.342275 38.152767),13.342275,38.152767,13.3466907885868,38.1219594904434,2.1444824211585094
S-111,S-111,Stadio Nazionale PNF,Rome,Italy,WC-1934,1934,1932,1911,47000,Multi-purpose,Existing,not in use,demolished 1957,replaced by successor stadium,https://en.wikipedia.org/wiki/Stadio_Nazionale_PNF,ITA,NA,NA,1938.676,0.9864101659018708,2.3193909707820017,1975,43,23,92,115,Point(12.472222 41.927222),12.472222,41.927222,12.5140259735732,41.8887035629011,3.4248905048879656
S-112,S-112,Stadio Olimpico,Rome,Italy,WC-1990,1990,1984,1953,74000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Olimpico,ITA,7757.55374836822,NA,2113.712,0.9852392538523924,2.1678638892482094,1984,0,37,36,73,Point(12.454722222 41.933888888),12.454722222,41.933888888,12.5140259735732,41.8887035629011,4.368953787316799
S-113,S-113,Stadio Littorio,Trieste,Italy,WC-1934,1934,1932,1932,8000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Giuseppe_Grezar,ITA,NA,NA,236.638,0.832333215672432,0.00449875834351053,1975,43,2,92,94,Point(13.79425764 45.62381518),13.79425764,45.62381518,13.7879675282265,45.6444490374391,1.459327181442809
S-114,S-114,Stadio Benito Mussolini,Turin,Italy,WC-1934,1934,1932,1933,28000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Olimpico_Grande_Torino,ITA,NA,NA,1275.883,0.9752912107306742,1.4179455540764143,1975,43,1,92,93,Point(7.65 45.041667),7.65,45.041667,7.64722894308938,45.0661095934941,1.6961298125059703
S-115,S-115,Stadio delle Alpi,Turin,Italy,WC-1990,1990,1984,1990,63000,Multi-purpose,New,in use,rebuilt 2011,NA,https://en.wikipedia.org/wiki/Stadio_delle_Alpi,ITA,7757.55374836822,NA,1274.9,0.9688564476885644,1.1842754263760449,1984,0,0,36,36,Point(7.641261111 45.109561111),7.641261111,45.109561111,7.64722894308938,45.0661095934941,3.0196778788545533
S-116,S-116,Stadio Friuli,Udine,Italy,WC-1990,1990,1984,1976,36000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Friuli,ITA,7757.55374836822,NA,77.192,0.32068126520681267,-0.2201534214345431,1984,0,14,36,50,Point(13.200136 46.081603),13.200136,46.081603,13.2365470112557,46.0666773453474,2.0294408699111948
S-117,S-117,Stadio Marc'Antonio Bentegodi,Verona,Italy,WC-1990,1990,1984,1963,36000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Marc%27Antonio_Bentegodi,ITA,7757.55374836822,NA,200.134,0.7693430656934307,-0.07599199694081908,1984,0,27,36,63,Point(10.968647 45.435356),10.968647,45.435356,10.9895172348855,45.4377552416273,1.026485646135086
S-118,S-118,Kashima Stadium,Ibaraki,Japan,WC-2002,2002,1996,1993,42000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Kashima_Soccer_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0,9,24,33,Point(140.640525 35.991744),140.640525,35.991744,135.479603274489,34.7225105202779,304.0467748453724
S-119,S-119,Kobe Wing Stadium,Kobe,Japan,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0,1,24,25,Point(135.168888888 34.656666666),135.168888888,34.656666666,135.479603274489,34.7225105202779,18.249516286337197
S-120,S-120,Miyagi Stadium,Miyagi,Japan,WC-2002,2002,1996,2000,49000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Miyagi_Stadium,JPN,39929.7185750327,NA,1119.773,0.9621775793650794,0.8712475201936742,1996,0,2,24,26,Point(140.950419444 38.335391666),140.950419444,38.335391666,140.907866398296,38.2719119659416,4.961420004018429
S-121,S-121,Niigata Stadium,Niigata,Japan,WC-2002,2002,1996,2001,42000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Denka_Big_Swan_Stadium,JPN,39929.7185750327,NA,501.224,0.9109623015873016,0.22865257392197016,1996,0,1,24,25,Point(139.059166666 37.8825),139.059166666,37.8825,139.048435839728,37.9053985982911,1.6887569132308875
S-122,S-122,Ōita Stadium,Ōita,Japan,WC-2002,2002,1996,2001,43000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,JPN,39929.7185750327,NA,406.752,0.8900049603174603,0.1305079972365654,1996,0,1,24,25,Point(131.6575 33.200556),131.6575,33.200556,131.637577184805,33.2320330121462,2.4636990548390343
S-123,S-123,Nagai Stadium,Osaka,Japan,WC-2002,2002,1996,1964,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Nagai_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0,38,24,62,Point(135.518333 34.613889),135.518333,34.613889,135.479603274489,34.7225105202779,7.829854825905665
S-124,S-124,Saitama Stadium,Saitama,Japan,WC-2002,2002,1996,2001,63000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,JPN,39929.7185750327,NA,29438.348,1,30.29070043437869,1996,0,1,24,25,Point(139.717492 35.903142),139.717492,35.903142,139.655776246888,35.6661787766663,16.75279589960612
