venue_id,stadium_id,stadium_name,city_name,country_name,tournament_id,tournament_year,award_year,opened_year,stadium_capacity,design_purpose,newly_built,current_status,status_detail,not_in_use_reason,wikipedia_link,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap,venue_age,years_since_event,years_since_construction,coords,venue_lon,venue_lat,city_lon,city_lat,distance_mi,log_capacity,log_gdp,log_city_pop,log_distance,new_build,single_purpose,white_elephant,era,region,gdp_pct_rank,gdp_z,set,capacity_z,capacity_pct_rank,log_capacity_missing,log_capacity_imp,log_gdp_missing,log_gdp_imp,log_city_pop_missing,log_city_pop_imp,log_distance_missing,log_distance_imp,venue_age_missing,venue_age_imp,years_since_event_missing,years_since_event_imp,years_since_construction_missing,years_since_construction_imp,gdp_pct_rank_missing,gdp_pct_rank_imp,gdp_z_missing,gdp_z_imp,city_pop_pct_rank_missing,city_pop_pct_rank_imp,city_pop_z_missing,city_pop_z_imp,capacity_pct_rank_missing,capacity_pct_rank_imp,capacity_z_missing,capacity_z_imp
S-011,S-011,Arena da Baixada,Curitiba,Brazil,WC-2014,2014,2007,1999,40000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_da_Baixada,BRA,7409.69130673473,NA,2267.047,0.9808970976253298,1.7665691258766816,2007,0,15,12,27,Point(-49.276944 -25.448333),-49.276944,-25.448333,-49.2553428080241,-25.4581368087922,1.5099869799469292,10.59665973278358,8.910679007694915,7.726674387736979,0.9202775658580988,0,1,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,train,-0.507422662943114,0.2727272727272727,0,10.59665973278358,0,8.910679007694915,0,7.726674387736979,0,0.9202775658580988,0,15,0,12,0,27,0,0.6057692307692307,0,-0.33932007998871866,0,0.9808970976253298,0,1.7665691258766816,0,0.2727272727272727,0,-0.507422662943114
S-012,S-012,Estádio Vila Capanema,Curitiba,Brazil,WC-1950,1950,1946,1947,10000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estádio_Vila_Capanema,BRA,NA,NA,703.372,0.947229085774797,0.639290050829499,1975,29,3,76,79,Point(-49.255833 -25.439444),-49.255833,-25.439444,-49.2553428080241,-25.4581368087922,1.2933607853221736,9.210440366976515,NA,6.557306625690028,0.8300183335494696,1,1,FALSE,postwar,Americas,NA,NA,train,-0.8270325619731963,0.1111111111111111,0,9.210440366976515,1,8.956551223174765,0,6.557306625690028,0,0.8300183335494696,0,3,0,76,0,79,1,0.8181818181818182,1,0.597271311946225,0,0.947229085774797,0,0.639290050829499,0,0.1111111111111111,0,-0.8270325619731963
S-013,S-013,Estádio Castelão,Fortaleza,Brazil,WC-2014,2014,2007,1973,63000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Castelão_(Ceará),BRA,7409.69130673473,NA,2834.858,0.9860686015831136,2.2776892690327375,2007,0,41,12,53,Point(-38.522481 -3.807267),-38.522481,-3.807267,-38.5599910685237,-3.77702211074443,3.3285536629347545,11.050905878263569,8.910679007694915,7.950099815876586,1.4652334591790883,0,1,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,test,-0.02660643176480746,0.7272727272727273,0,11.050905878263569,0,8.910679007694915,0,7.950099815876586,0,1.4652334591790883,0,41,0,12,0,53,0,0.6057692307692307,0,-0.33932007998871866,0,0.9860686015831136,0,2.2776892690327375,0,0.7272727272727273,0,-0.02660643176480746
S-014,S-014,Arena da Amazônia,Manaus,Brazil,WC-2014,2014,2007,2014,41000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_da_Amazônia,BRA,7409.69130673473,NA,1619.93,0.9720316622691292,1.1840609784848255,2007,0,0,12,12,Point(-60.028056 -3.083056),-60.028056,-3.083056,-60.0013115668828,-3.0582326111379,2.5220480228033204,10.62135173563291,8.910679007694915,7.39075533758302,1.2590426450756969,1,1,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,test,-0.4865176094136224,0.3636363636363637,0,10.62135173563291,0,8.910679007694915,0,7.39075533758302,0,1.2590426450756969,0,0,0,12,0,12,0,0.6057692307692307,0,-0.33932007998871866,0,0.9720316622691292,0,1.1840609784848255,0,0.3636363636363637,0,-0.4865176094136224
S-015,S-015,Arena das Dunas,Natal,Brazil,WC-2014,2014,2007,2014,40000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_das_Dunas,BRA,7409.69130673473,NA,874.833,0.9477572559366756,0.5133552589669795,2007,0,0,12,12,Point(-35.21236 -5.82681),-35.21236,-5.82681,-35.2362741620568,-5.79950641457768,2.5050048482061498,10.59665973278358,8.910679007694915,6.775175433493009,1.2541919037113172,1,1,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,train,-0.507422662943114,0.2727272727272727,0,10.59665973278358,0,8.910679007694915,0,6.775175433493009,0,1.2541919037113172,0,0,0,12,0,12,0,0.6057692307692307,0,-0.33932007998871866,0,0.9477572559366756,0,0.5133552589669795,0,0.2727272727272727,0,-0.507422662943114
S-016,S-016,Estádio Beira-Rio,Porto Alegre,Brazil,WC-2014,2014,2007,1969,43000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estádio_Beira-Rio,BRA,7409.69130673473,NA,1706.867,0.9741424802110816,1.262318095528275,2007,0,45,12,57,Point(-51.236086 -30.065614),-51.236086,-30.065614,-51.1532096534832,-30.0532283902741,5.035050742566972,10.66897865021924,8.910679007694915,7.44300050246412,1.797584262561699,0,1,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,test,-0.4447075023546392,0.5454545454545454,0,10.66897865021924,0,8.910679007694915,0,7.44300050246412,0,1.797584262561699,0,45,0,12,0,57,0,0.6057692307692307,0,-0.33932007998871866,0,0.9741424802110816,0,1.262318095528275,0,0.5454545454545454,0,-0.4447075023546392
S-017,S-017,Estádio dos Eucaliptos,Porto Alegre,Brazil,WC-1950,1950,1946,1931,20000,Single-purpose,Existing,not in use,demolished 2012,abandoned before demolition,https://en.wikipedia.org/wiki/Estádio_dos_Eucaliptos,BRA,NA,NA,797.254,0.9546417225555948,0.7669762192277079,1975,29,19,76,95,Point(-51.227222 -30.061667),-51.227222,-30.061667,-51.1532096534832,-30.0532283902741,4.4693292518120336,9.90353755128617,NA,6.682426842543815,1.6991559858459686,0,1,TRUE,postwar,Americas,NA,NA,train,-0.6506512098936047,0.2222222222222222,0,9.90353755128617,1,8.956551223174765,0,6.682426842543815,0,1.6991559858459686,0,19,0,76,0,95,1,0.8181818181818182,1,0.597271311946225,0,0.9546417225555948,0,0.7669762192277079,0,0.2222222222222222,0,-0.6506512098936047
S-018,S-018,Arena Pernambuco,Recife,Brazil,WC-2014,2014,2007,2013,43000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_Pernambuco,BRA,7409.69130673473,NA,3176.707,0.9883905013192612,2.5854076996685555,2007,0,1,12,13,Point(-35.008333333 -8.040555555),-35.008333333,-8.040555555,-34.9207751899257,-8.04622135042311,6.009686345168424,10.66897865021924,8.910679007694915,8.063915146496411,1.9472929561322536,1,0,FALSE,recent,Americas,0.6057692307692307,-0.33932007998871866,train,-0.4447075023546392,0.5454545454545454,0,10.66897865021924,0,8.910679007694915,0,8.063915146496411,0,1.9472929561322536,0,1,0,12,0,13,0,0.6057692307692307,0,-0.33932007998871866,0,0.9883905013192612,0,2.5854076996685555,0,0.5454545454545454,0,-0.4447075023546392
S-019,S-019,Estádio Ilha do Retiro,Recife,Brazil,WC-1950,1950,1946,1937,30000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estádio_Ilha_do_Retiro,BRA,NA,NA,1793.038,0.9846452523826332,2.121312977203059,1975,29,13,76,89,Point(-34.902888888 -8.062888888),-34.902888888,-8.062888888,-34.9207751899257,-8.04622135042311,1.682212578326833,10.308985993422082,NA,7.492224224111246,0.986642042839606,0,1,FALSE,postwar,Americas,NA,NA,train,-0.47426985781401304,0.3333333333333333,0,10.308985993422082,1,8.956551223174765,0,7.492224224111246,0,0.986642042839606,0,13,0,76,0,89,1,0.8181818181818182,1,0.597271311946225,0,0.9846452523826332,0,2.121312977203059,0,0.3333333333333333,0,-0.47426985781401304
S-020,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,WC-1950,1950,1946,1950,200000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Maracanã_Stadium,BRA,NA,NA,5880.669,0.9964701729615248,7.68078060907859,1975,29,0,76,76,Point(-43.230277777 -22.912222222),-43.230277777,-22.912222222,-43.3666524274637,-22.8458452131082,9.829268980200304,12.206077645517674,NA,8.679595844154132,2.38225255921488,1,1,FALSE,postwar,Americas,NA,NA,train,2.5242131275390447,1,0,12.206077645517674,1,8.956551223174765,0,8.679595844154132,0,2.38225255921488,0,0,0,76,0,76,1,0.8181818181818182,1,0.597271311946225,0,0.9964701729615248,0,7.68078060907859,0,1,0,2.5242131275390447
