venue_id,stadium_id,stadium_name,city_name,country_name,tournament_id,tournament_year,award_year,opened_year,stadium_capacity,design_purpose,newly_built,current_status,status_detail,not_in_use_reason,wikipedia_link,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_pct_rank,city_pop_z,city_pop_year_used,city_pop_year_gap
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-1974,1974,1966,1974,62000,Multi-purpose,New,in use,rebuilt 2005,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,1870.80540291774,NA,678.148,0.9445817154959407,0.6049836245531477,1975,9
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-2006,2006,2000,2005,62000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,23925.8559901991,NA,706.882,0.9398723547195162,0.4204858468372157,2000,0
S-086,S-086,Waldstadion,Frankfurt,Germany,WC-2011,2011,2007,2005,62000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Waldstadion_(Frankfurt),DEU,42350.9217211489,NA,730.71,0.9382585751978891,0.3836216532564875,2007,0
S-087,S-087,Arena AufShalke,Gelsenkirchen,Germany,WC-2006,2006,2000,2001,52000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Arena_AufSchalke,DEU,23925.8559901991,NA,2709.378,0.9867875937744933,2.4087832556706164,2000,0
S-088,S-088,Parkstadion,Gelsenkirchen,Germany,WC-1974,1974,1966,1973,72000,Multi-purpose,New,in use,rebuilt 2020,NA,https://en.wikipedia.org/wiki/Parkstadion,DEU,1870.80540291774,NA,2851.143,0.9918813978115072,3.560410708535867,1975,9
S-089,S-089,Volksparkstadion,Hamburg,Germany,WC-1974,1974,1966,1953,61000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volksparkstadion,DEU,1870.80540291774,NA,1623.382,0.9823508648076245,1.8905688027525094,1975,9
S-089,S-089,Volksparkstadion,Hamburg,Germany,WC-2006,2006,2000,1953,61000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volksparkstadion,DEU,23925.8559901991,NA,1565.144,0.9735751875489866,1.2726623858665929,2000,0
S-090,S-090,Niedersachsenstadion,Hanover,Germany,WC-1974,1974,1966,1954,60000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Niedersachsenstadion,DEU,1870.80540291774,NA,620.256,0.9417578538651606,0.526246404842137,1975,9
S-090,S-090,Niedersachsenstadion,Hanover,Germany,WC-2006,2006,2000,1954,60000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Niedersachsenstadion,DEU,23925.8559901991,NA,579.89,0.9254282835068861,0.2943942768452801,2000,0
S-091,S-091,Fritz-Walter-Stadion,Kaiserslautern,Germany,WC-2006,2006,2000,1920,46000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Fritz-Walter-Stadion,DEU,23925.8559901991,NA,66.199,0.23256074347777406,-0.21565442449596514,2000,0
S-092,S-092,Zentralstadion,Leipzig,Germany,WC-2006,2006,2000,2004,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Red_Bull_Arena_(Leipzig),DEU,23925.8559901991,NA,447.209,0.8994513492330086,0.16265404440465378,2000,0
S-093,S-093,BayArena,Leverkusen,Germany,WC-2011,2011,2007,1958,30000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/BayArena,DEU,42350.9217211489,NA,975.854,0.9547229551451187,0.6042902144042076,2007,0
S-094,S-094,Borussia-Park,Mönchengladbach,Germany,WC-2011,2011,2007,2004,46000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Borussia-Park,DEU,42350.9217211489,NA,210.511,0.7622163588390501,-0.08464012284442811,2007,0
S-095,S-095,Allianz Arena,Munich,Germany,WC-2006,2006,2000,2005,66000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Allianz_Arena,DEU,23925.8559901991,NA,1271.276,0.9674168626133691,0.9808780412591362,2000,0
S-096,S-096,Olympiastadion,Munich,Germany,WC-1974,1974,1966,1972,78000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Olympiastadion_(Munich),DEU,1870.80540291774,NA,1376.229,0.9774091069537593,1.5544232202327242,1975,9
S-097,S-097,Frankenstadion,Nuremberg,Germany,WC-2006,2006,2000,1928,41000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Nuremberg,DEU,23925.8559901991,NA,567.746,0.923412831709775,0.2823363832300754,2000,0
S-098,S-098,Rhein-Neckar-Arena,Sinsheim,Germany,WC-2011,2011,2007,2009,30000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Rhein-Neckar-Arena,DEU,42350.9217211489,NA,NA,NA,NA,NA,NA
S-099,S-099,Neckarstadion,Stuttgart,Germany,WC-1974,1974,1966,1929,72000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),DEU,1870.80540291774,NA,773.913,0.9534062830921285,0.7352308062988973,1975,9
S-099,S-099,Neckarstadion,Stuttgart,Germany,WC-2006,2006,2000,1929,72000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Mercedes-Benz_Arena_(Stuttgart),DEU,23925.8559901991,NA,787.622,0.9462546187437018,0.5006533641701885,2000,0
S-100,S-100,Volkswagen Arena,Wolfsburg,Germany,WC-2011,2011,2007,2002,26000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Volkswagen_Arena,DEU,42350.9217211489,NA,71.928,0.28641077918624236,-0.19737361724234426,2020,13
S-101,S-101,Stadio San Nicola,Bari,Italy,WC-1990,1990,1984,1990,51000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_San_Nicola,ITA,7757.55374836822,NA,248.704,0.8173560421735604,-0.019038959023262983,1984,0
S-102,S-102,Stadio Renato Dall'Ara,Bologna,Italy,WC-1934,1934,1932,1927,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,ITA,NA,NA,447.707,0.9202259089304624,0.2915675455193432,1975,43
S-102,S-102,Stadio Renato Dall'Ara,Bologna,Italy,WC-1990,1990,1984,1927,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renato_Dall%27Ara,ITA,7757.55374836822,NA,444.427,0.9059205190592052,0.2104652501663155,1984,0
S-103,S-103,Stadio Sant'Elia,Cagliari,Italy,WC-1990,1990,1984,1970,35000,Single-purpose,Existing,not in use,demolished 2017,replaced by successor stadium,https://en.wikipedia.org/wiki/Stadio_Sant%27Elia,ITA,7757.55374836822,NA,264.013,0.8290348742903487,-0.0010876710372661933,1984,0
S-104,S-104,Stadio Comunale,Florence,Italy,WC-1990,1990,1984,1931,39000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi,ITA,7757.55374836822,NA,433.663,0.902676399026764,0.19784341569761932,1984,0
S-105,S-105,Stadio Giovanni Berta,Florence,Italy,WC-1934,1934,1932,1931,47000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Artemio_Franchi_(Florence),ITA,NA,NA,431.514,0.9161666078362161,0.26954391878714545,1975,43
S-106,S-106,Stadio Luigi Ferraris,Genoa,Italy,WC-1934,1934,1932,1911,37000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,ITA,NA,NA,741.481,0.9500529474055771,0.6911209895769409,1975,43
S-106,S-106,Stadio Luigi Ferraris,Genoa,Italy,WC-1990,1990,1984,1911,37000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Luigi_Ferraris,ITA,7757.55374836822,NA,698.527,0.940632603406326,0.5084221563810777,1984,0
S-107,S-107,San Siro,Milan,Italy,WC-1934,1934,1932,1926,75000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/San_Siro,ITA,NA,NA,2544.708,0.9902929756441934,3.1436374078700835,1975,43
S-107,S-107,San Siro,Milan,Italy,WC-1990,1990,1984,1926,75000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/San_Siro,ITA,7757.55374836822,NA,2583.583,0.9896188158961882,2.7188332299803486,1984,0
S-108,S-108,Stadio Giorgio Ascarelli,Naples,Italy,WC-1934,1934,1932,1934,40000,Multi-purpose,New,not in use,"destroyed 1942, war",war,https://en.wikipedia.org/wiki/Stadio_Giorgio_Ascarelli,ITA,NA,NA,2594.394,0.9908224496999647,3.211213886460584,1975,43
S-109,S-109,Stadio San Paolo,Naples,Italy,WC-1990,1990,1984,1959,60000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_San_Paolo,ITA,7757.55374836822,NA,2759.365,0.9905920519059205,2.924954681724713,1984,0
S-110,S-110,Stadio La Favorita,Palermo,Italy,WC-1990,1990,1984,1932,33000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Renzo_Barbera,ITA,7757.55374836822,NA,712.659,0.9422546634225466,0.5249932976586338,1984,0
S-111,S-111,Stadio Nazionale PNF,Rome,Italy,WC-1934,1934,1932,1911,47000,Multi-purpose,Existing,not in use,demolished 1957,replaced by successor stadium,https://en.wikipedia.org/wiki/Stadio_Nazionale_PNF,ITA,NA,NA,1938.676,0.9864101659018708,2.3193909707820017,1975,43
S-112,S-112,Stadio Olimpico,Rome,Italy,WC-1990,1990,1984,1953,74000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Olimpico,ITA,7757.55374836822,NA,2113.712,0.9852392538523925,2.1678638892482094,1984,0
S-113,S-113,Stadio Littorio,Trieste,Italy,WC-1934,1934,1932,1932,8000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Giuseppe_Grezar,ITA,NA,NA,236.638,0.832333215672432,0.004498758343510538,1975,43
S-114,S-114,Stadio Benito Mussolini,Turin,Italy,WC-1934,1934,1932,1933,28000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Olimpico_Grande_Torino,ITA,NA,NA,1275.883,0.9752912107306742,1.4179455540764145,1975,43
S-115,S-115,Stadio delle Alpi,Turin,Italy,WC-1990,1990,1984,1990,63000,Multi-purpose,New,in use,rebuilt 2011,NA,https://en.wikipedia.org/wiki/Stadio_delle_Alpi,ITA,7757.55374836822,NA,1274.9,0.9688564476885645,1.1842754263760447,1984,0
S-116,S-116,Stadio Friuli,Udine,Italy,WC-1990,1990,1984,1976,36000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Friuli,ITA,7757.55374836822,NA,77.192,0.32068126520681267,-0.22015342143454314,1984,0
S-117,S-117,Stadio Marc'Antonio Bentegodi,Verona,Italy,WC-1990,1990,1984,1963,36000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Stadio_Marc%27Antonio_Bentegodi,ITA,7757.55374836822,NA,200.134,0.7693430656934307,-0.07599199694081908,1984,0
S-118,S-118,Kashima Stadium,Ibaraki,Japan,WC-2002,2002,1996,1993,42000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Kashima_Soccer_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0
S-119,S-119,Kobe Wing Stadium,Kobe,Japan,WC-2002,2002,1996,2001,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Kobe_Wing_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0
S-120,S-120,Miyagi Stadium,Miyagi,Japan,WC-2002,2002,1996,2000,49000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Miyagi_Stadium,JPN,39929.7185750327,NA,1119.773,0.9621775793650794,0.8712475201936742,1996,0
S-121,S-121,Niigata Stadium,Niigata,Japan,WC-2002,2002,1996,2001,42000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Denka_Big_Swan_Stadium,JPN,39929.7185750327,NA,501.224,0.9109623015873016,0.22865257392197016,1996,0
S-122,S-122,Ōita Stadium,Ōita,Japan,WC-2002,2002,1996,2001,43000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Showa_Denko_Dome_Oita,JPN,39929.7185750327,NA,406.752,0.8900049603174603,0.1305079972365654,1996,0
S-123,S-123,Nagai Stadium,Osaka,Japan,WC-2002,2002,1996,1964,50000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Nagai_Stadium,JPN,39929.7185750327,NA,14976.794,0.9988839285714286,15.266956938495015,1996,0
S-124,S-124,Saitama Stadium,Saitama,Japan,WC-2002,2002,1996,2001,63000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Saitama_Stadium_2002,JPN,39929.7185750327,NA,29438.348,1,30.29070043437869,1996,0
S-125,S-125,Sapporo Dome,Sapporo,Japan,WC-2002,2002,1996,2001,42000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Sapporo_Dome,JPN,39929.7185750327,NA,1996.53,0.9800347222222222,1.7820882414758048,1996,0
S-126,S-126,Shizuoka Stadium ECOPA,Shizuoka,Japan,WC-2002,2002,1996,2001,51000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Shizuoka_Stadium,JPN,39929.7185750327,NA,399.117,0.8869047619047619,0.12257618841497737,1996,0
S-127,S-127,International Stadium Yokohama,Yokohama,Japan,WC-2002,2002,1996,1998,72000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/International_Stadium_Yokohama,JPN,39929.7185750327,NA,29438.348,1,30.29070043437869,1996,0
S-128,S-128,Estadio Jalisco,Guadalajara,Mexico,WC-1970,1970,1964,1960,71000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Jalisco,MEX,480.704214437745,NA,2010.388,0.9872926226614895,2.4169243691775657,1975,11
S-128,S-128,Estadio Jalisco,Guadalajara,Mexico,WC-1986,1986,1983,1960,71000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Jalisco,MEX,2169.85285279223,NA,2596.184,0.9899432278994322,2.793329980961839,1983,0
S-129,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,WC-1986,1986,1983,1971,30000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Tres_de_Marzo,MEX,2169.85285279223,NA,2596.184,0.9899432278994322,2.793329980961839,1983,0
S-130,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,WC-1986,1986,1983,1969,31000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Sergio_León_Chávez,MEX,2169.85285279223,NA,178.383,0.7425790754257907,-0.09713698528376462,1983,0
S-131,S-131,Estadio Nou Camp,León,Mexico,WC-1970,1970,1964,1967,31000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,MEX,480.704214437745,NA,440.463,0.9188139781150724,0.2817151925243429,1975,11
S-131,S-131,Estadio Nou Camp,León,Mexico,WC-1986,1986,1983,1967,31000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Nou_Camp,MEX,2169.85285279223,NA,634.285,0.9373884833738848,0.44789119149559103,1983,0
S-132,S-132,Estadio Azteca,Mexico City,Mexico,WC-1970,1970,1964,1966,115000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Azteca,MEX,480.704214437745,NA,11119.402,0.9991175432403813,14.805828478012499,1975,11
S-132,S-132,Estadio Azteca,Mexico City,Mexico,WC-1986,1986,1983,1966,115000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Azteca,MEX,2169.85285279223,NA,13899.24,0.9993511759935118,16.306067375654024,1983,0
S-133,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,WC-1986,1986,1983,1952,72000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Ol%C3%ADmpico_Universitario,MEX,2169.85285279223,NA,13899.24,0.9993511759935118,16.306067375654024,1983,0
S-134,S-134,Estadio Tecnológico,Monterrey,Mexico,WC-1986,1986,1983,1950,34000,Multi-purpose,Existing,not in use,demolished 2017,replaced by successor stadium,https://en.wikipedia.org/wiki/Estadio_Tecnológico,MEX,2169.85285279223,NA,2192.826,0.9863746958637469,2.3111178491234887,1983,0
S-135,S-135,Estadio Universitario,Monterrey,Mexico,WC-1986,1986,1983,1967,44000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Universitario_(UANL),MEX,2169.85285279223,NA,2192.826,0.9863746958637469,2.3111178491234887,1983,0
S-136,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,WC-1986,1986,1983,1981,35000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Neza_86,MEX,2169.85285279223,NA,13899.24,0.9993511759935118,16.306067375654024,1983,0
S-137,S-137,Estadio Cuauhtémoc,Puebla,Mexico,WC-1970,1970,1964,1968,46000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,MEX,480.704214437745,NA,576.518,0.9376985527709142,0.4667596274684035,1975,11
S-137,S-137,Estadio Cuauhtémoc,Puebla,Mexico,WC-1986,1986,1983,1968,46000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Cuauhtémoc,MEX,2169.85285279223,NA,836.252,0.9513381995133819,0.6893415597317386,1983,0
S-138,S-138,Estadio La Corregidora,Querétaro,Mexico,WC-1986,1986,1983,1985,39000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_La_Corregidora,MEX,2169.85285279223,NA,241.721,0.8249889884011159,-0.010370430861131702,1985,2
S-139,S-139,La Bombonera,Toluca,Mexico,WC-1970,1970,1964,1940,33000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,MEX,480.704214437745,NA,195.142,0.7847066367425457,-0.05913087170893705,1980,16
S-139,S-139,La Bombonera,Toluca,Mexico,WC-1986,1986,1983,1940,33000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Estadio_Nemesio_D%C3%ADez,MEX,2169.85285279223,NA,292.557,0.8520681265206813,0.03935736450107107,1983,0
S-140,S-140,Al Bayt Stadium,Al Khor,Qatar,WC-2022,2022,2010,2021,69000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,QAT,77387.2936379616,NA,83.737,0.3794622373130219,-0.18988563366973613,2015,5
S-141,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,WC-2022,2022,2010,2020,45000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-142,S-142,Education City Stadium,Al Rayyan,Qatar,WC-2022,2022,2010,2020,45000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Education_City_Stadium,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-143,S-143,Khalifa International Stadium,Al Rayyan,Qatar,WC-2022,2022,2010,1976,46000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-144,S-144,Al Janoub Stadium,Al Wakrah,Qatar,WC-2022,2022,2010,2019,44000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,QAT,77387.2936379616,NA,73.507,0.3017417534299893,-0.20044382908148384,2010,0
S-145,S-145,Al Thumama Stadium,Doha,Qatar,WC-2022,2022,2010,2021,44000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-146,S-146,Stadium 974,Doha,Qatar,WC-2022,2022,2010,2021,44000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Stadium_974,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-147,S-147,Lusail Stadium,Lusail,Qatar,WC-2022,2022,2010,2022,89000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Lusail_Stadium,QAT,77387.2936379616,NA,1104.055,0.9618565729298434,0.7135547787802383,2010,0
S-148,S-148,Kaliningrad Stadium,Kaliningrad,Russia,WC-2018,2018,2010,2018,34000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Kaliningrad_Stadium,RUS,10674.990234375,NA,391.802,0.8823586649800526,0.081853731914556,2010,0
S-149,S-149,Kazan Arena,Kazan,Russia,WC-2018,2018,2010,2013,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Kazan_Arena,RUS,10674.990234375,NA,1030.164,0.9589374331030457,0.6480204503127526,2010,0
S-150,S-150,Luzhniki Stadium,Moscow,Russia,WC-2018,2018,2010,1956,78000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Luzhniki_Stadium,RUS,10674.990234375,NA,12790.165,0.9976646881385618,11.07802908887443,2010,0
S-151,S-151,Otkritie Arena,Moscow,Russia,WC-2018,2018,2010,2014,44000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Otkritie_Arena,RUS,10674.990234375,NA,12790.165,0.9976646881385618,11.07802908887443,2010,0
S-152,S-152,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,WC-2018,2018,2010,2018,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Nizhny_Novgorod_Stadium,RUS,10674.990234375,NA,1216.485,0.9653595407220006,0.8132695552699247,2010,0
S-153,S-153,Rostov Arena,Rostov-on-Don,Russia,WC-2018,2018,2010,2018,43000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Rostov_Arena,RUS,10674.990234375,NA,1065.639,0.9601050890337647,0.6794834201248278,2010,0
S-154,S-154,Krestovsky Stadium,Saint Petersburg,Russia,WC-2018,2018,2010,2017,64000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Krestovsky_Stadium,RUS,10674.990234375,NA,4129.886,0.9921183224676462,3.3971806958892357,2010,0
S-155,S-155,Samara Arena,Samara,Russia,WC-2018,2018,2010,2018,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Samara_Arena,RUS,10674.990234375,NA,985.359,0.9562129025980345,0.6082826529221947,2010,0
S-156,S-156,Mordovia Arena,Saransk,Russia,WC-2018,2018,2010,2018,42000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Mordovia_Arena,RUS,10674.990234375,NA,292.538,0.838571567578087,-0.006184047801464985,2010,0
S-157,S-157,Fisht Olympic Stadium,Sochi,Russia,WC-2018,2018,2010,2014,44000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Fisht_Olympic_Stadium,RUS,10674.990234375,NA,184.809,0.7306606986474652,-0.10172948190675214,2010,0
S-158,S-158,Volgograd Arena,Volgograd,Russia,WC-2018,2018,2010,2018,44000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Volgograd_Arena,RUS,10674.990234375,NA,704.33,0.9365573610975966,0.3590365093473474,2010,0
S-159,S-159,Central Stadium,Yekaterinburg,Russia,WC-2018,2018,2010,1957,33000,Single-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Central_Stadium_(Yekaterinburg),RUS,10674.990234375,NA,1173.776,0.9645811034348545,0.7753907116419072,2010,0
S-160,S-160,Free State Stadium,Bloemfontein,South Africa,WC-2010,2010,2004,1955,41000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Free_State_Stadium,ZAF,5221.46333731721,NA,355.995,0.8610607434270172,0.04539252000805491,2004,0
S-161,S-161,Cape Town Stadium,Cape Town,South Africa,WC-2010,2010,2004,2009,64000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Cape_Town_Stadium,ZAF,5221.46333731721,NA,2685.563,0.9848141432456936,2.1852980005320113,2004,0
S-162,S-162,Moses Mabhida Stadium,Durban,South Africa,WC-2010,2010,2004,2009,63000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Moses_Mabhida_Stadium,ZAF,5221.46333731721,NA,2647.865,0.9844741613780599,2.1506691951892214,2004,0
S-163,S-163,Ellis Park Stadium,Johannesburg,South Africa,WC-2010,2010,2004,1928,56000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Ellis_Park_Stadium,ZAF,5221.46333731721,NA,3683.706,0.9911604714415231,3.1021768707974955,2004,0
S-164,S-164,Soccer City,Johannesburg,South Africa,WC-2010,2010,2004,2009,84000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/FNB_Stadium,ZAF,5221.46333731721,NA,3683.706,0.9911604714415231,3.1021768707974955,2004,0
S-165,S-165,Mbombela Stadium,Nelspruit,South Africa,WC-2010,2010,2004,2009,41000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Mbombela_Stadium,ZAF,5221.46333731721,NA,NA,NA,NA,NA,NA
S-166,S-166,Peter Mokaba Stadium,Polokwane,South Africa,WC-2010,2010,2004,2010,42000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Peter_Mokaba_Stadium,ZAF,5221.46333731721,NA,93.863,0.42497733454215775,-0.1953979198592105,2004,0
S-167,S-167,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,WC-2010,2010,2004,2009,42000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Nelson_Mandela_Bay_Stadium,ZAF,5221.46333731721,NA,488.592,0.9001586582048957,0.16719409308986022,2004,0
S-168,S-168,Loftus Versfeld Stadium,Pretoria,South Africa,WC-2010,2010,2004,1923,43000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Loftus_Versfeld_Stadium,ZAF,5221.46333731721,NA,878.247,0.9473028105167725,0.5251252073623615,2004,0
S-169,S-169,Royal Bafokeng Stadium,Rustenburg,South Africa,WC-2010,2010,2004,1999,42000,Multi-purpose,Existing,in use,NA,NA,https://en.wikipedia.org/wiki/Royal_Bafokeng_Stadium,ZAF,5221.46333731721,NA,78.335,0.3508497549786258,-0.2000489793496464,2005,1
S-170,S-170,Busan Asiad Stadium,Busan,South Korea,WC-2002,2002,1996,2001,56000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Busan_Asiad_Stadium,KOR,13864.9376534518,NA,3720.274,0.9929315476190477,3.572842382321837,1996,0
S-171,S-171,Daegu World Cup Stadium,Daegu,South Korea,WC-2002,2002,1996,2001,68000,Multi-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Daegu_Stadium,KOR,13864.9376534518,NA,2432.735,0.9856150793650794,2.2352506078177576,1996,0
S-172,S-172,Daejeon World Cup Stadium,Daejeon,South Korea,WC-2002,2002,1996,2001,40000,Single-purpose,New,in use,NA,NA,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,KOR,13864.9376534518,NA,1181.47,0.964781746031746,0.9353429764956412,1996,0
