venue_name,venue_classification,use_at_games,current_status,games_year,host_city,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap
"PyeongChang
Olympic Stadium",Temporary,"Opening and Closing
Ceremonies",Dismantled (temporary),2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
"Gangneung Curling
Centre",Existing,Curling,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Gangneung Oval,New build,Speed skating,Not in use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Gangneung Ice Arena,New build,Figure skating,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
"Gangneung Hockey
Centre",New build,Ice hockey,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Kwandong Hockey Centre,New build,Ice hockey,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
"Gangneung Olympic
Village",New build,Athlete accommodation,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Bokwang Phoenix Park,Existing,"Snowboard and
freestyle skiing",In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Yongpyong Alpine Centre,Existing,"Alpine skiing (slalom, giant
slalom)",In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
"Alpensia Ski
Jumping Stadium",Existing,Ski jumping,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Alpensia Cross-Country Centre,Existing,"Cross-country skiing,
Nordic combined",In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Alpensia Biathlon Centre,Existing,Biathlon,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Jeongseon Alpine Centre,New build,"Alpine skiing (downhill,
super G, combined)",Not in use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
Rosa Khutor Alpine Centre,Existing,Alpine skiing,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
"RusSki Gorki Ski Jumping
Centre",New build,"Ski jumping and Nordic
combined",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Sanki Sliding Centre,New build,"Bobsleigh, luge and
skeleton",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Rosa Khutor Extreme Park,New build,"Freestyle skiing and
snowboard",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
"Laura Cross-Country Ski
and Biathlon Centre",New build,"Biathlon, cross-country
skiing and Nordic
combined",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Mountain Olympic Village,New build,Athlete accommodation,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Bolshoy Ice Dome,New build,Ice hockey,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Shayba Arena,New build,Ice hockey,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
"Adler Arena Skating
Centre",New build,Speed skating,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Fisht Olympic Stadium,New build,"Opening and Closing
Ceremonies",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Ice Cube Curling Centre,New build,Curling,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Iceberg Skating Palace,New build,"Figure skating and short
track speed skating",In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Coastal Olympic Village,New build,Athlete accommodation,In use,2014,Sochi,Russia,2007,exact,RUS,9101.2392578125,NA,184.32,2007,0
Whistler Creekside,Existing,Alpine skiing,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
"Cypress Mountain – Snowboard Stadium
– Freestyle Skiing Stadium",New build,Snowboard and freestyle skiing,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Richmond Olympic Oval,New build,Speed skating,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
"Whistler Olympic Park
– Cross-Country Skiing
Stadium – Biathlon Stadium
– Ski Jumps",New build,"Cross-country skiing
and Nordic combined,
Biathlon, Ski jumping and Nordic combined",In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Whistler Sliding Center,New build,"Bobsleigh, luge and
skeleton",In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Whistler Olympic Village,New build,Athlete accommodation,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
"Vancouver Olympic
Stadium",Existing,"Opening and Closing
Ceremonies",In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Canada Hockey Place,Existing,Ice hockey,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Pacific Coliseum,Existing,"Figure skating and short
track speed skating",In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
"Vancouver Olympic
Center",New build,Curling,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
UBC Thunderbird Arena,New build,Ice hockey,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
"Vancouver Olympic
Village",New build,Athlete accommodation,In use,2010,Vancouver,Canada,2003,exact,CAN,28301.9097055898,NA,1242.032,2003,0
Pinerolo Palaghiaccio,Existing,Curling,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Pragelato Plan,Existing,"Cross-country skiing and
Nordic combined",In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
San Sicario Fraiteve,Existing,Alpine skiing,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
"Sestriere Borgata and
Sestriere Colle",Existing,Alpine skiing,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Bardonecchia,New build,Snowboard,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Cesana San Sicario,New build,Biathlon,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
"Trampolino Olimpico
Pragelato",New build,"Ski jumping and Nordic
combined",Not in use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Cesana Torinese,New build,"Bobsleigh, luge and
skeleton",Not in use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
"Bardonecchia Olympic
Village","Mixed new
build/Existing",Athlete accommodation,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Sestriere Olympic Village,"Mixed new
build/Existing",Athlete accommodation,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Sauze d’Oulx-Jouvenceaux,Temporary,Freestyle skiing,Dismantled (temporary),2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Stadio Olimpico Torino,Existing,"Opening and Closing
Ceremonies",In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Torino Esposizioni,Existing,Ice hockey,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Palavela,Existing,"Figure skating and short
track speed skating",In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Turin Olympic Village,"Mixed new
build/Existing",Athlete accommodation,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Palasport Olimpico,New build,Ice hockey,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Oval Lingotto,New build,Speed skating,In use,2006,Torino,Italy,1999,exact,ITA,22049.9990620261,NA,1147.227,1999,0
Snowbasin Ski Area,Existing,Alpine skiing,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
The Ice Sheet at Ogden,Existing,Curling,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Utah Olympic Park,New build,"Bobsleigh, luge,
skeleton, Nordic
combined, ski jumping",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Peaks Ice Arena,New build,Ice hockey,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Utah Olympic Oval,New build,Speed skating,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Soldier Hollow,New build,"Biathlon, cross-country
skiing, Nordic
combined",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
E Center,Existing,Ice hockey,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Deer Valley Resort,Existing,"Alpine skiing, freestyle
skiing",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Park City Mountain Resort,Existing,"Alpine skiing,
snowboard",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
Salt Lake City Ice Center,Existing,"Figure skating, short track
speed skating",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
"Salt Lake City Olympic
Village","Mixed new
build/Existing",Athlete accomodation,In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
"Rice-Eccles Olympic
Stadium",New,"Opening and Closing
Ceremonies",In use,2002,Salt Lake City,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0
"Hakuba Happo’one Ski
Area",Existing,Alpine skiing,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Shiga Kogen - Mount
Higashidate",Existing,Alpine skiing,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Shiga Kogen - Mount
Yakebitai",Existing,Snowboard,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Shiga Kogen - Kanbayashi
Snowboard Park",Existing,Snowboard,Not in use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Nozawa Onsen
Biathlon Venue",Existing,Biathlon,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Kazakoshi Park Arena,Existing,Curling,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Snow Harp,New build,"Cross-country skiing,
Nordic combined",In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Hakuba Ski Jumping
Stadium",New build,"Ski jumping, Nordic
combined",In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Iizuna Kogen Ski Area,Existing,Freestyle skiing,Not in use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
M-Wave,New build,Speed skating,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Big Hat,New build,Ice hockey,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Aqua Wing,New build,Ice hockey,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
White Ring,New build,"Figure skating, short track,
speed skating",In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Spiral Track,New build,"Bobsleigh, luge",Not in use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Nagano Olmpic
Stadium",New build,"Opening and Closing
Ceremonies",In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
Olympic Village,New build,Athlete accomodation,In use,1998,Nagano,Japan,1991,exact,JPN,30048.1401766828,NA,197.95,1991,0
"Lillehammer Olympic
Alpine Centre, Hafjell",Existing,Alpine skiing,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Hamar Olympic
Subsite Village",Existing,Athlete accommodation,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Gjøvik Olympic Cavern
Hall",New build,Ice hockey,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Hamar Olympic Hall
(Vikingskipet)",New build,Speed skating,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Lillehammer Olympic
Bobsleigh and Luge Track",New build,"Bobsleigh, luge",In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Hamar Olympic
Amphitheatre",New build,"Figure skating, short track
speed skating",In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Lillehammer Olympic
Alpine Centre, Kvitfjell",New build,Alpine skiing,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
Håkon Hall,New build,Ice hockey,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Lysgårdsbakkene Ski
Jumping Arena",New build,"Ski jumping, Nordic
combined, Opening and
Closing Ceremonies",In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
Birkebeineren Ski Stadium,New build,"Biathlon, cross-country
skiing, Nordic combined",In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Kanthaugen Freestyle
Arena",New build,Freestyle skiing,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Lillehammer Olympic
Village",New build,Athlete accommodation,In use,1994,Lillehammer,Norway,1988,exact,NOR,24111.6310594146,NA,NA,NA,NA
"Les Saisies - Olympic
Nordic Skiing Stadium
(Stade Olympique de ski
nordique)",Existing,"Biathlon, cross-country skiing",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Olympic Village
(Village Olympique)",Existing,"Athlete
accommodation",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Méribel - La Chaudanne
Olympic Ice Rink
(Patinoire Olympique “La
Chaudanne” Méribel)",New build,Ice hockey,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"La Plagne - Olympic
Bobsleigh and Luge Track
(Piste Olympique de
bobsleigh et de luge)",New build,"Bobsleigh, luge",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Courchevel - Cross-Country Stadium (Stade
de ski de fond)",New build,Nordic combined,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Ski Jumping Stadium
(Stade de saut)",New build,"Nordic combined,
ski jumping",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Les Arcs - Speed Skiing Slope
(Piste de Ski de
Vitesse des Arcs)",Existing,Speed skiing (demonstration sport),In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Tignes - Freestyle Skiing
Stadium or Stade de
Lognan (Stade de ski
artistique et acrobatique)",New build,"Freestyle skiing
(demonstration sport)",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Pralognan-la-Vanoise
- Ice Rink (Patinoire de
Pralognan-la-Vanoise)",New build,"Curling
(demonstration sport)",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Olympic Ice Hall
(Halle Olympique)",New build,"Figure skating, short
track speed skating",In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Olympic Oval
(Anneau de vitesse)",New build,Speed skating,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Olympic Stadium
(Théâtre des
Cérémonies)",Temporary,"Opening and Closing
Ceremonies","Dismantled
(temporary)",1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Les Ménuires - Slalom
Stadium (Stade de Slalom)",Existing,Alpine skiing,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Méribel - Massif du Roc
de Fer or Stade du Corbey",Existing,Alpine skiing,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Val d’Isère - Massif
de Bellevarde",Existing,Alpine skiing,In use,1992,Albertville,France,1986,exact,FRA,13430.4824599685,NA,NA,NA,NA
"Canada Olympic
Park - Freestyle Area",New build,Freestyle skiing,In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Canada Olympic
Park - Ski Jumps",New build,"Nordic combined,
ski jumping,
freestyle skiing","Not in use, partly
dismantled",1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Canada Olympic
Park - Bobsleigh
and Luge track",New build,"Bobsleigh, luge",Not in use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Father David Bauer Olympic
Arena",New build,"Ice hockey, figure skating",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Nakiska Ski Area,New build,"Alpine skiing,
freestyle skiing",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Canmore Nordic
Centre",New build,"Biathlon, Nordic
combined, cross-country skiing",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Canmore Olympic
Village",Temporary,Athlete accommodation,Dismantled (temporary),1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Max Bell Arena,Existing,"Curling, short track speed
skating",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Stampede Corral,Existing,"Ice hockey, figure
skating","Not in use,
currently under
reconstruction",1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"McMahon
Stadium",Existing,"Opening and Closing
Ceremonies",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
"Olympic
Saddledome",Existing,"Ice hockey, figure
skating",In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Calgary Olympic Village,"Mixed new
build/Existing",Athlete accommodation,In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Olympic Oval,New build,Speed skating,In use,1988,Calgary,Canada,1981,exact,CAN,12379.0368643833,NA,124.337,1985,4
Igman - Veliko Polje,New build,"Cross-country skiing,
Nordic combined",In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Bjelašnica,New build,Alpine skiing,In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Jahorina,New build,Alpine skiing,In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Igman Olympic Jumps,New build,"Ski jumping, Nordic
combined",Not in use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
"Skenderija Cultural and
Sports Centre",Existing,"Figure skating, ice hockey",In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Koševo Stadium,Existing,Opening Ceremony,In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
"Zetra Complex - Speed
Skating Stadium",New build,Speed skating,In use (rebuilt),1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Zetra Complex -Olympic Hall,New build,"Figure skating, ice hockey,
Closing Ceremony",In use (rebuilt),1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Mojmilo Olympic Village,New build,Athlete accommodation,In use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
"Trebevic Olympic
Bobsleigh and Luge Track",New build,"Bobsleigh, luge",Not in use,1984,Sarajevo,Yugoslavia,1978,exact,NA,NA,NA,NA,NA,NA
Whiteface Mountain,Existing,Alpine skiing,In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
"Lake Placid
Olympic Village",New build,Athlete accommodation,In use (repurposed),1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
"Lake Placid Equestrian
Stadium",Temporary,Opening Ceremony,Dismantled (temporary),1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
The Arena,Existing,"Ice hockey, figure skating",In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
"James B. Sheffield
Olympic Skating Oval",New build,Speed skating,In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
Field House International Ice Rink,New build,"Ice hockey, figure skating, Closing
Ceremony",In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
Mt Van Hoevenberg -Cross Country Complex,Existing,"Biathlon, cross-country
skiing, Nordic combined",In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
"Mt Van Hoevenberg - Bob
and Luge Runs",New build,"Bobsleigh, luge",In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
"Interval Ski Jumps/
Olympic Ski Jumps",New build,"Ski jumping, Nordic
combined",In use,1980,Lake Placid,United States,1974,exact,USA,7225.69135952566,NA,NA,NA,NA
Patscherkofel,Existing,Alpine skiing,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
Axamer Lizum,Existing,Alpine skiing,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
Seefeld,Existing,"Biathlon, cross-country
skiing, Nordic
combined",In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Toni Seelos Schanze
(Olympiaschanze)",Existing,Nordic combined,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Kombinierte Kunsteisbahn
für Bob-Rodel Igls",New build,"Bobsleigh, luge",In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Bergisel Ski Jump
(Bergiselschanze)",Existing,"Ski jumping, Opening
Ceremony",In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Olympic Speed Skating
Oval (Olympia
Eisschnellaufbahn)",Existing,Speed skating,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Messehalle
(Indoor Skating Rink)",Existing,Ice hockey,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
Olympic Ice Stadium,Existing,"Figure skating, ice hockey,
Closing Ceremony",In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
"Innsbruck
Olympic Village",New build,Athlete accommodation,In use,1976,Innsbruck,Austria,1973,approximate,AUT,3875.48305618551,NA,111.144,1975,2
Miyanomori Ski Jump,New build,"Ski jumping, Nordic
combined",In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Mt Teine Slalom Events
Site",New build,Alpine skiing,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Mt Teine Giant Slalom
Events Site",New build,Alpine skiing,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
Sapporo Olympic Village,New build,Athlete accommodation,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
Makomanai Cross-Country Events Site,Temporary,"Cross-country skiing,
Nordic combined",Dismantled (temporary),1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Mt Teine Bobsleigh
Course",New build,Bobsleigh,Not in use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
Mt Teine Luge Course,New build,Luge,Not in use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
Okurayama Ski Jump,Existing,Ski jumping,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Makomanai Biathlon
Course",New build,Biathlon,In use (repurposed),1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Makomanai Indoor
Skating Rink",New build,"Figure skating, ice hockey,
Closing Ceremony",In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Makomanai Speed
Skating Rink",New build,"Speed skating, Opening
Ceremony",In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Tsukisamu Indoor Skating
Rink",New build,Ice hockey,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
"Mikaho Indoor Skating
Rink",New build,Figure skating,In use,1972,Sapporo,Japan,1966,exact,JPN,1167.69027982801,NA,1518.528,1975,9
Chamrousse,New build,Alpine skiing,In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Piste de Bobsled,New build,Bobsleigh,Not in use (demolished),1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
"Tremplin de saut à ski de
Saint Nizier/Tremplin du
Dauphiné",New build,Ski jumping,Not In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Piste de Luge,New build,Luge,In use (limited),1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Patinoire Municipale,Existing,Ice hockey,In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Autrans,New build,"Biathlon, cross-country
skiing, Nordic combined",In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Tremplin du Claret,New build,"Ski jumping, Nordic
combined",In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Stade de Glace,New build,"Ice hockey, figure skating,
Closing Ceremony",In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
"Anneau de Vitesse
de Grenoble",New build,Speed skating,In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Grenoble Olympic Village,New build,Athlete accommodation,In use,1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
"Stade Olympique
de Grenoble",Temporary,Opening Ceremony,Dismantled (temporary),1968,Grenoble,France,1964,exact,FRA,1891.12061521027,NA,280.727,1975,11
Seefeld,Existing,"Biathlon, cross-country
skiing, Nordic
combined",In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
"Toni Seelos Schanze
(Olympiaschanze)",Existing,Nordic combined,In use,1964,Innsbruck,Austria,1959,exact,AUT,NA,NA,111.144,1975,16
